,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
220,Middle Bench,Tabsen,3,3,0,233,280,-47,1,0,1,4,21,-17,2,3,-1,229,259,-30,470
221,Top Mid Boxes Right Side Peek,Tabsen,2,3,-1,108,397,-289,0,0,0,0,0,0,2,3,-1,108,397,-289,470
222,T Deep Apps Underpass/Apps Peek,Tabsen,4,2,2,339,219,120,2,1,1,62,100,-38,2,1,1,277,119,158,470
223,Top Mid towards Apps,Tabsen,3,3,0,455,441,14,1,1,0,58,141,-83,2,2,0,397,300,97,470
224,Back Right B Site from T's Perspective,Tabsen,2,1,1,161,100,61,0,1,-1,21,100,-79,2,0,2,140,0,140,470
225,Deep T Apps,Tabsen,4,2,2,331,215,116,2,1,1,119,100,19,2,1,1,212,115,97,470
226,Bench Closer To Jungle,Tabsen,3,2,1,316,227,89,2,2,0,97,200,-103,1,0,1,219,27,192,470
227,Right Side Snipers Nest,Tabsen,2,2,0,177,346,-169,0,2,-2,49,286,-237,2,0,2,128,60,68,470
228,Catwalk Plant B Site,Tabsen,1,2,-1,100,200,-100,0,1,-1,0,100,-100,1,1,0,100,100,0,470
229,Top Mid Right Side,Tabsen,7,2,5,842,521,321,0,0,0,0,0,0,7,2,5,842,521,321,470
230,Ninja,Tabsen,2,1,1,125,97,28,2,0,2,125,0,125,0,1,-1,0,97,-97,470
231,T Deep apps,Tabsen,4,1,3,336,100,236,2,0,2,109,0,109,2,1,1,227,100,127,470
232,Murder Hole,Tabsen,0,2,-2,109,159,-50,0,2,-2,109,159,-50,0,0,0,0,0,0,470
233,CT Spawn,Tabsen,1,0,1,74,113,-39,0,0,0,0,0,0,1,0,1,74,113,-39,470
234,Balcony Boaxes,Tabsen,1,2,-1,82,232,-150,1,1,0,70,132,-62,0,1,-1,12,100,-88,470
235,Forest,Tabsen,1,2,-1,67,99,-32,0,1,-1,0,75,-75,1,1,0,67,24,43,470
236,Close Left CT A Ramp,Tabsen,1,0,1,123,0,123,1,0,1,46,0,46,0,0,0,77,0,77,470
237,Ladder Room Catwalk Side,Tabsen,1,1,0,218,132,86,1,0,1,191,5,186,0,1,-1,27,127,-100,470
238,Deep T Apps Underpass STairs,Tabsen,1,0,1,166,16,150,0,0,0,0,0,0,1,0,1,166,16,150,470
239,CT Outside Market,Tabsen,4,2,2,408,132,276,0,0,0,0,0,0,4,2,2,408,132,276,470
240,Jungle Plant,Tabsen,0,2,-2,0,219,-219,0,0,0,0,0,0,0,2,-2,0,219,-219,470
241,Top Mid Boxes Left Side Peek,Tabsen,3,2,1,300,129,171,0,0,0,0,0,0,3,2,1,300,129,171,470
242,Connector behind box,Tabsen,3,2,1,270,179,91,2,0,2,170,59,111,1,2,-1,100,120,-20,470
243,Top STairs,Tabsen,4,2,2,565,228,337,3,2,1,316,227,89,1,0,1,249,1,248,470
244,Under window B apps,Tabsen,0,1,-1,77,108,-31,0,0,0,32,0,32,0,1,-1,45,108,-63,470
245,Under balcony,Tabsen,0,1,-1,22,2,20,0,1,-1,22,2,20,0,0,0,0,0,0,470
246,Top Van,Tabsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
247,Flowerpot CT,Tabsen,0,1,-1,0,22,-22,0,1,-1,0,0,0,0,0,0,0,22,-22,470
248,Bottom Mid Ladder Room Peek,Tabsen,5,2,3,530,313,217,4,1,3,400,213,187,1,1,0,130,100,30,470
249,Close Market Window,Tabsen,2,0,2,196,228,-32,0,0,0,22,228,-206,2,0,2,174,0,174,470
250,T Spawn A Ramp,Tabsen,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,470
251,CT Left Side,Tabsen,3,1,2,188,145,43,3,0,3,188,136,52,0,1,-1,0,9,-9,470
252,Bench Closer to Tribox,Tabsen,1,2,-1,164,200,-36,0,0,0,64,0,64,1,2,-1,100,200,-100,470
253,Inside Market Doors,Tabsen,1,0,1,88,27,61,0,0,0,40,0,40,1,0,1,48,27,21,470
254,CT Cheese Spot Murder Hole ,Tabsen,0,1,-1,22,0,22,0,0,0,22,0,22,0,1,-1,0,0,0,470
255,Top Mid on top of Boxes,Tabsen,1,1,0,100,100,0,0,0,0,0,0,0,1,1,0,100,100,0,470
256,Apartments Right CT Corner,Tabsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
257,Deep T Spawn T Ramp,Tabsen,0,1,-1,26,100,-74,0,0,0,0,0,0,0,1,-1,26,100,-74,470
258,B site Market Plant,Tabsen,2,0,2,199,0,199,0,0,0,0,0,0,2,0,2,199,0,199,470
259,Behind Big Boxes,Tabsen,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,470
260,T Spawn,Tabsen,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,470
261,Van Barrel Peek,Tabsen,0,0,0,27,0,27,0,0,0,27,0,27,0,0,0,0,0,0,470
262,Chair,Tabsen,2,1,1,225,100,125,0,0,0,0,0,0,2,1,1,225,100,125,470
263,EastForest,Tabsen,0,1,-1,0,56,-56,0,0,0,0,0,0,0,1,-1,0,56,-56,470
264,T Spawn towards Apps,Tabsen,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,44,0,44,470
265,Right Side Platform,Tabsen,0,1,-1,26,53,-27,0,0,0,0,0,0,0,1,-1,26,53,-27,470
266,Firebox,Tabsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
267,BoatHouse,Tabsen,0,1,-1,0,74,-74,0,1,-1,0,74,-74,0,0,0,0,0,0,470
268,CT Side Apps,Tizian,21,27,-6,2783,3302,-519,7,8,-1,999,1031,-32,14,19,-5,1784,2271,-487,470
269,Left Side Platform,Tizian,13,21,-8,1846,2386,-540,6,6,0,908,880,28,7,15,-8,938,1506,-568,470
270,Deep T Apps,Tizian,27,13,14,3122,2506,616,14,5,9,1548,660,888,13,8,5,1574,1846,-272,470
271,T Deep Apps Underpass/Apps Peek,Tizian,3,9,-6,417,1150,-733,0,1,-1,16,100,-84,3,8,-5,401,1050,-649,470
272,Ticketbooth ,Tizian,8,5,3,723,528,195,5,5,0,505,528,-23,3,0,3,218,0,218,470
273,Default A,Tizian,4,4,0,482,321,161,1,1,0,127,44,83,3,3,0,355,277,78,470
274,B Bombsite Cross to Catwalk,Tizian,7,9,-2,778,653,125,1,0,1,64,0,64,6,9,-3,714,653,61,470
275,Underneath B apps plat,Tizian,5,5,0,944,441,503,1,4,-3,638,351,287,4,1,3,306,90,216,470
276,Snipers Nest,Tizian,10,4,6,889,622,267,4,1,3,394,209,185,6,3,3,495,413,82,470
277,A Site,Tizian,9,9,0,757,923,-166,1,1,0,58,85,-27,8,8,0,699,838,-139,470
278,Triple Box,Tizian,4,7,-3,394,659,-265,2,3,-1,118,320,-202,2,4,-2,276,339,-63,470
279,Back B Site Peeking Apps/Plat,Tizian,1,4,-3,274,425,-151,1,0,1,51,51,0,0,4,-4,223,374,-151,470
280,Bottom Stairs,Tizian,7,3,4,615,397,218,4,1,3,291,135,156,3,2,1,324,262,62,470
281,Mid Close Connector,Tizian,8,5,3,625,537,88,2,2,0,139,263,-124,6,3,3,486,274,212,470
282,Close Market door,Tizian,3,3,0,475,321,154,1,1,0,152,153,-1,2,2,0,323,168,155,470
283,Catwalk Plant B Site,Tizian,11,8,3,1090,829,261,4,2,2,454,237,217,7,6,1,636,592,44,470
284,Top Mid Left Side,Tizian,6,6,0,799,665,134,2,3,-1,240,287,-47,4,3,1,559,378,181,470
285,Bench,Tizian,4,6,-2,420,580,-160,2,4,-2,290,441,-151,2,2,0,130,139,-9,470
286,Bottom Connector,Tizian,2,6,-4,422,597,-175,0,3,-3,210,300,-90,2,3,-1,212,297,-85,470
287,A Ramp,Tizian,7,8,-1,775,974,-199,0,2,-2,22,133,-111,7,6,1,753,841,-88,470
288,B site Market Plant,Tizian,12,8,4,1389,872,517,7,4,3,881,377,504,5,4,1,508,495,13,470
289,Top Balcony,Tizian,7,5,2,659,529,130,0,1,-1,0,102,-102,7,4,3,659,427,232,470
290,Snipers Palace Peek,Tizian,1,3,-2,80,314,-234,1,3,-2,80,314,-234,0,0,0,0,0,0,470
291,Deep CT,Tizian,5,4,1,369,294,75,5,4,1,369,294,75,0,0,0,0,0,0,470
292,Back Left B Site From T's' Perspective,Tizian,4,5,-1,329,487,-158,3,4,-1,174,353,-179,1,1,0,155,134,21,470
293,Underpass,Tizian,5,4,1,423,640,-217,2,0,2,88,26,62,3,4,-1,335,614,-279,470
294,A Site Exposed to Stairs Connector Cat,Tizian,2,3,-1,330,437,-107,0,1,-1,62,37,25,2,2,0,268,400,-132,470
295,Close A Ramp,Tizian,2,1,1,164,125,39,0,0,0,0,0,0,2,1,1,164,125,39,470
296,Deep Jungle,Tizian,6,3,3,509,346,163,4,1,3,309,146,163,2,2,0,200,200,0,470
297,CT Deep Catwalk Mid peek,Tizian,0,3,-3,44,244,-200,0,2,-2,44,200,-156,0,1,-1,0,44,-44,470
298,Bench Closer To Jungle,Tizian,1,4,-3,63,317,-254,0,2,-2,22,200,-178,1,2,-1,41,117,-76,470
299,T Palace Stairs Peek,Tizian,1,2,-1,157,266,-109,0,1,-1,53,100,-47,1,1,0,104,166,-62,470
300,Catwalk T Aparments Peek,Tizian,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,470
301,T Spawn towards Apps,Tizian,2,3,-1,131,276,-145,1,1,0,100,100,0,1,2,-1,31,176,-145,470
302,Deep Catwalk,Tizian,6,3,3,536,378,158,4,1,3,388,178,210,2,2,0,148,200,-52,470
303,Arch,Tizian,2,2,0,141,120,21,2,1,1,47,20,27,0,1,-1,94,100,-6,470
304,Deep Palace,Tizian,3,3,0,194,322,-128,0,1,-1,0,100,-100,3,2,1,194,222,-28,470
305,Deep T Apps Underpass STairs,Tizian,2,4,-2,173,404,-231,1,2,-1,81,200,-119,1,2,-1,92,204,-112,470
306,Back Right B Site from T's Perspective,Tizian,0,2,-2,30,101,-71,0,1,-1,30,100,-70,0,1,-1,0,1,-1,470
307,CT Outside Market,Tizian,1,2,-1,61,178,-117,1,1,0,35,133,-98,0,1,-1,26,45,-19,470
308,Under window B apps,Tizian,3,4,-1,288,439,-151,1,3,-2,139,258,-119,2,1,1,149,181,-32,470
309,Top STairs,Tizian,2,2,0,108,200,-92,1,2,-1,8,200,-192,1,0,1,100,0,100,470
310,Leftside Connector,Tizian,0,1,-1,0,69,-69,0,0,0,0,0,0,0,1,-1,0,69,-69,470
311,Top Mid towards Apps,Tizian,0,3,-3,32,300,-268,0,1,-1,0,100,-100,0,2,-2,32,200,-168,470
312,Semi Elevated CT Van,Tizian,6,4,2,802,485,317,5,4,1,752,485,267,1,0,1,50,0,50,470
313,Ladder Room Catwalk Side,Tizian,0,2,-2,93,165,-72,0,2,-2,93,165,-72,0,0,0,0,0,0,470
314,Close Left CT A Ramp,Tizian,2,2,0,283,335,-52,0,1,-1,70,100,-30,2,1,1,213,235,-22,470
315,market,Tizian,1,2,-1,50,197,-147,0,1,-1,36,100,-64,1,1,0,14,97,-83,470
316,Close Right Market Window,Tizian,0,3,-3,0,256,-256,0,0,0,0,0,0,0,3,-3,0,256,-256,470
317,Firebox,Tizian,0,2,-2,90,138,-48,0,0,0,0,0,0,0,2,-2,90,138,-48,470
318,Right Side Platform,Tizian,1,2,-1,247,115,132,0,0,0,150,19,131,1,2,-1,97,96,1,470
319,CT Catwalk,Tizian,3,3,0,277,397,-120,1,2,-1,170,226,-56,2,1,1,107,171,-64,470
320,Jungle Plant,Tizian,2,1,1,84,24,60,0,1,-1,0,7,-7,2,0,2,84,17,67,470
321,Tetris,Tizian,5,2,3,480,307,173,1,0,1,100,0,100,4,2,2,380,307,73,470
322,Sandwhich,Tizian,2,0,2,64,0,64,0,0,0,0,0,0,2,0,2,64,0,64,470
323,T Apps TV,Tizian,2,2,0,134,217,-83,2,1,1,134,134,0,0,1,-1,0,83,-83,470
324,Top Mid,Tizian,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,470
325,CT Spawn,Tizian,0,2,-2,24,116,-92,0,1,-1,24,100,-76,0,1,-1,0,16,-16,470
326,Apartments Right CT Corner,Tizian,5,1,4,595,88,507,3,0,3,212,22,190,2,1,1,383,66,317,470
327,Right Side Snipers Nest,Tizian,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,470
328,Market Window Peek,Tizian,2,1,1,340,86,254,1,0,1,154,0,154,1,1,0,186,86,100,470
329,B Site Default Plant,Tizian,0,0,0,196,184,12,0,0,0,110,0,110,0,0,0,86,184,-98,470
330,CT Left Side,Tizian,0,0,0,63,0,63,0,0,0,63,0,63,0,0,0,0,0,0,470
331,Balcony Boaxes,Tizian,0,2,-2,0,102,-102,0,0,0,0,0,0,0,2,-2,0,102,-102,470
332,Inside Market Doors,Tizian,1,1,0,88,96,-8,0,0,0,2,0,2,1,1,0,86,96,-10,470
333,Top Van,Tizian,4,1,3,526,246,280,3,1,2,426,197,229,1,0,1,100,49,51,470
334,T Spawn,Tizian,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,470
335,Under balcony,Tizian,0,1,-1,55,113,-58,0,1,-1,27,113,-86,0,0,0,28,0,28,470
336,Register Market,Tizian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
337,Safe Plant B Site,Tizian,1,1,0,0,94,-94,1,0,1,0,0,0,0,1,-1,0,94,-94,470
338,Right Side Connector,Tizian,1,0,1,80,0,80,0,0,0,0,0,0,1,0,1,80,0,80,470
339,Top Connector,Tizian,0,2,-2,67,114,-47,0,0,0,17,0,17,0,2,-2,50,114,-64,470
340,Forest,Tizian,1,0,1,100,39,61,1,0,1,100,39,61,0,0,0,0,0,0,470
341,Stairs Palace Peek,Tizian,1,2,-1,166,105,61,1,0,1,99,0,99,0,2,-2,67,105,-38,470
342,Elevated Snipers Awp Peek,Tizian,0,0,0,27,0,27,0,0,0,27,0,27,0,0,0,0,0,0,470
343,Ninja,Tizian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
344,Top Mid Catwalk,Tizian,2,1,1,196,100,96,0,0,0,12,0,12,2,1,1,184,100,84,470
345,T Deep apps,Tizian,0,1,-1,55,37,18,0,0,0,0,0,0,0,1,-1,55,37,18,470
346,T apps entrance close left,Tizian,0,0,0,0,10,-10,0,0,0,0,0,0,0,0,0,0,10,-10,470
347,Catwalk Connector Peek,Tizian,0,1,-1,34,113,-79,0,1,-1,21,113,-92,0,0,0,13,0,13,470
348,Top Mid Boxes Right Side Peek,Tizian,1,1,0,0,81,-81,1,1,0,0,81,-81,0,0,0,0,0,0,470
349,Middle Bench,Tizian,0,1,-1,27,200,-173,0,0,0,27,0,27,0,1,-1,0,200,-200,470
350,Murder Hole,Tizian,1,0,1,55,0,55,1,0,1,50,0,50,0,0,0,5,0,5,470
351,Connector behind box,Tizian,4,0,4,252,53,199,1,0,1,7,0,7,3,0,3,245,53,192,470
352,Bench Closer to Tribox,Tizian,1,0,1,64,0,64,1,0,1,64,0,64,0,0,0,0,0,0,470
353,Headshot Angle Close A Ramp,Tizian,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,470
354,Chair,Tizian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
355,Left Side corner deep jungle,Tizian,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,470
356,Bottom Mid Ladder Room Peek,Tizian,2,1,1,151,109,42,1,0,1,24,0,24,1,1,0,127,109,18,470
357,Close Market Window,Tizian,1,0,1,100,22,78,0,0,0,0,22,-22,1,0,1,100,0,100,470
358,Van Barrel Peek,Tizian,0,1,-1,10,100,-90,0,0,0,1,0,1,0,1,-1,9,100,-91,470
359,Top Balcony,Xantares,21,17,4,2273,1660,613,6,7,-1,909,656,253,15,10,5,1364,1004,360,414
360,Default A,Xantares,8,6,2,840,662,178,1,1,0,100,130,-30,7,5,2,740,532,208,414
361,Ticketbooth ,Xantares,13,5,8,1137,778,359,12,4,8,1053,628,425,1,1,0,84,150,-66,414
362,Left Side Platform,Xantares,8,13,-5,1034,1132,-98,1,0,1,118,0,118,7,13,-6,916,1132,-216,414
363,A Site Exposed to Stairs Connector Cat,Xantares,7,9,-2,753,895,-142,3,2,1,345,281,64,4,7,-3,408,614,-206,414
364,CT Deep Catwalk Mid peek,Xantares,11,10,1,991,960,31,9,7,2,814,726,88,2,3,-1,177,234,-57,414
365,T Palace Stairs Peek,Xantares,9,8,1,1106,1290,-184,1,1,0,142,100,42,8,7,1,964,1190,-226,414
366,Bottom Stairs,Xantares,6,5,1,862,515,347,5,3,2,587,276,311,1,2,-1,275,239,36,414
367,Deep Palace,Xantares,10,7,3,1059,1011,48,2,0,2,146,0,146,8,7,1,913,1011,-98,414
368,CT Side Apps,Xantares,8,7,1,854,988,-134,1,0,1,0,0,0,7,7,0,854,988,-134,414
369,Mid Close Connector,Xantares,8,4,4,888,475,413,4,1,3,499,166,333,4,3,1,389,309,80,414
370,CT Catwalk,Xantares,4,8,-4,452,1043,-591,4,4,0,410,591,-181,0,4,-4,42,452,-410,414
371,A Site,Xantares,6,6,0,623,523,100,2,1,1,193,100,93,4,5,-1,430,423,7,414
372,A Ramp,Xantares,6,7,-1,836,726,110,1,1,0,122,100,22,5,6,-1,714,626,88,414
373,Deep Catwalk,Xantares,16,9,7,1823,1157,666,12,5,7,1295,740,555,4,4,0,528,417,111,414
374,Bottom Connector,Xantares,0,2,-2,24,200,-176,0,1,-1,24,100,-76,0,1,-1,0,100,-100,414
375,Underneath B apps plat,Xantares,1,4,-3,62,511,-449,0,2,-2,45,196,-151,1,2,-1,17,315,-298,414
376,Arch,Xantares,1,9,-8,610,849,-239,1,5,-4,522,500,22,0,4,-4,88,349,-261,414
377,Close Market door,Xantares,7,4,3,529,399,130,5,4,1,493,399,94,2,0,2,36,0,36,414
378,Top Mid Left Side,Xantares,5,3,2,434,386,48,0,0,0,0,77,-77,5,3,2,434,309,125,414
379,Snipers Palace Peek,Xantares,4,5,-1,565,488,77,3,5,-2,439,488,-49,1,0,1,126,0,126,414
380,Deep Jungle,Xantares,5,4,1,523,403,120,4,3,1,407,275,132,1,1,0,116,128,-12,414
381,Back B Site Peeking Apps/Plat,Xantares,5,6,-1,420,562,-142,1,0,1,59,0,59,4,6,-2,361,562,-201,414
382,Snipers Nest,Xantares,0,3,-3,96,301,-205,0,1,-1,42,101,-59,0,2,-2,54,200,-146,414
383,Bench,Xantares,2,5,-3,182,511,-329,0,3,-3,37,327,-290,2,2,0,145,184,-39,414
384,Stairs Palace Peek,Xantares,1,4,-3,180,403,-223,1,3,-2,180,303,-123,0,1,-1,0,100,-100,414
385,Catwalk Connector Peek,Xantares,13,5,8,1258,621,637,7,3,4,590,307,283,6,2,4,668,314,354,414
386,Top Mid towards Apps,Xantares,0,4,-4,138,273,-135,0,1,-1,41,13,28,0,3,-3,97,260,-163,414
387,B Bombsite Cross to Catwalk,Xantares,5,3,2,602,335,267,2,0,2,249,0,249,3,3,0,353,335,18,414
388,Triple Box,Xantares,4,4,0,453,386,67,1,0,1,96,0,96,3,4,-1,357,386,-29,414
389,Tetris,Xantares,2,3,-1,335,289,46,0,0,0,0,0,0,2,3,-1,335,289,46,414
390,Deep T Apps,Xantares,6,5,1,665,824,-159,2,1,1,209,100,109,4,4,0,456,724,-268,414
391,Inside Market Doors,Xantares,2,3,-1,195,284,-89,1,3,-2,95,218,-123,1,0,1,100,66,34,414
392,Catwalk T Aparments Peek,Xantares,6,2,4,569,352,217,4,2,2,369,309,60,2,0,2,200,43,157,414
393,Underpass,Xantares,1,1,0,151,224,-73,1,1,0,115,112,3,0,0,0,36,112,-76,414
394,T Spawn,Xantares,2,4,-2,247,427,-180,0,1,-1,0,100,-100,2,3,-1,247,327,-80,414
395,B Site Default Plant,Xantares,2,3,-1,224,209,15,1,0,1,124,0,124,1,3,-2,100,209,-109,414
396,Deep CT,Xantares,5,3,2,521,210,311,1,2,-1,92,131,-39,4,1,3,429,79,350,414
397,CT Spawn,Xantares,1,1,0,97,100,-3,1,1,0,97,100,-3,0,0,0,0,0,0,414
398,T Spawn A Ramp,Xantares,1,1,0,67,122,-55,0,0,0,0,0,0,1,1,0,67,122,-55,414
399,Top Connector,Xantares,0,4,-4,51,349,-298,0,3,-3,51,217,-166,0,1,-1,0,132,-132,414
400,Catwalk Plant B Site,Xantares,5,3,2,622,348,274,1,0,1,176,44,132,4,3,1,446,304,142,414
401,Leftside Connector,Xantares,2,2,0,146,213,-67,2,1,1,146,100,46,0,1,-1,0,113,-113,414
402,Ladder Room Catwalk Side,Xantares,4,3,1,377,305,72,4,3,1,377,300,77,0,0,0,0,5,-5,414
403,T Deep Apps Underpass/Apps Peek,Xantares,1,1,0,100,178,-78,0,1,-1,0,100,-100,1,0,1,100,78,22,414
404,Close Left CT A Ramp,Xantares,2,3,-1,210,300,-90,0,0,0,0,0,0,2,3,-1,210,300,-90,414
405,market,Xantares,2,1,1,266,284,-18,2,1,1,266,284,-18,0,0,0,0,0,0,414
406,Top Mid,Xantares,1,1,0,37,113,-76,0,1,-1,21,100,-79,1,0,1,16,13,3,414
407,Top Mid Boxes Right Side Peek,Xantares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
408,Under window B apps,Xantares,0,0,0,0,15,-15,0,0,0,0,0,0,0,0,0,0,15,-15,414
409,Close A Ramp,Xantares,5,2,3,482,139,343,0,0,0,0,0,0,5,2,3,482,139,343,414
410,Back Left B Site From T's' Perspective,Xantares,3,1,2,418,199,219,3,1,2,418,199,219,0,0,0,0,0,0,414
411,Bottom Mid Ladder Room Peek,Xantares,1,1,0,151,46,105,1,0,1,151,27,124,0,1,-1,0,19,-19,414
412,Market Window Peek,Xantares,0,1,-1,110,100,10,0,1,-1,110,100,10,0,0,0,0,0,0,414
413,Right Side Snipers Nest,Xantares,3,1,2,187,141,46,3,1,2,187,141,46,0,0,0,0,0,0,414
414,B site Market Plant,Xantares,3,2,1,297,82,215,1,0,1,163,0,163,2,2,0,134,82,52,414
415,Middle Bench,Xantares,0,1,-1,31,100,-69,0,0,0,19,0,19,0,1,-1,12,100,-88,414
416,Under balcony,Xantares,1,1,0,34,111,-77,0,0,0,0,7,-7,1,1,0,34,104,-70,414
417,Firebox,Xantares,2,2,0,101,200,-99,0,0,0,0,0,0,2,2,0,101,200,-99,414
418,Right Side Connector,Xantares,0,0,0,0,36,-36,0,0,0,0,0,0,0,0,0,0,36,-36,414
419,Murder Hole,Xantares,1,2,-1,93,303,-210,1,1,0,93,203,-110,0,1,-1,0,100,-100,414
420,Deep T Spawn T Ramp,Xantares,2,1,1,200,100,100,0,0,0,0,0,0,2,1,1,200,100,100,414
421,Top Mid Catwalk,Xantares,2,2,0,193,257,-64,0,0,0,0,57,-57,2,2,0,193,200,-7,414
422,Deep T Apps Underpass STairs,Xantares,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,414
423,Top STairs,Xantares,4,2,2,632,314,318,2,1,1,358,133,225,2,1,1,274,181,93,414
424,Back Right B Site from T's Perspective,Xantares,1,0,1,100,20,80,0,0,0,0,0,0,1,0,1,100,20,80,414
425,Sandwhich,Xantares,3,0,3,246,121,125,1,0,1,100,0,100,2,0,2,146,121,25,414
426,CT Left Side,Xantares,0,0,0,78,0,78,0,0,0,78,0,78,0,0,0,0,0,0,414
427,T Apps TV,Xantares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
428,CT Outside Market,Xantares,2,1,1,200,252,-52,2,1,1,200,252,-52,0,0,0,0,0,0,414
429,Close Market Window,Xantares,1,2,-1,22,89,-67,1,2,-1,22,89,-67,0,0,0,0,0,0,414
430,Forest,Xantares,1,1,0,100,140,-40,1,1,0,100,100,0,0,0,0,0,40,-40,414
431,Jungle Plant,Xantares,0,0,0,86,71,15,0,0,0,0,3,-3,0,0,0,86,68,18,414
432,Safe Plant B Site,Xantares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
433,Bench Closer to Tribox,Xantares,0,0,0,90,0,90,0,0,0,90,0,90,0,0,0,0,0,0,414
434,Bench Closer To Jungle,Xantares,1,0,1,19,27,-8,1,0,1,19,0,19,0,0,0,0,27,-27,414
435,Left Side corner deep jungle,Xantares,2,1,1,78,100,-22,1,0,1,48,0,48,1,1,0,30,100,-70,414
436,Register Market,Xantares,0,1,-1,0,37,-37,0,0,0,0,0,0,0,1,-1,0,37,-37,414
437,Connector behind box,Xantares,1,0,1,40,0,40,0,0,0,0,0,0,1,0,1,40,0,40,414
438,Semi Elevated CT Van,Xantares,1,0,1,79,0,79,1,0,1,79,0,79,0,0,0,0,0,0,414
439,Top Van,Xantares,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,0,0,0,414
440,Van Barrel Peek,Xantares,0,1,-1,91,10,81,0,0,0,0,0,0,0,1,-1,91,10,81,414
441,Ninja,Xantares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
442,Hay,Xantares,0,1,-1,0,36,-36,0,1,-1,0,36,-36,0,0,0,0,0,0,414
443,Balcony Boaxes,Xantares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
444,Headshot Angle Close A Ramp,Xantares,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,414
445,Chair,Xantares,0,1,-1,37,91,-54,0,0,0,0,0,0,0,1,-1,37,91,-54,414
