,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
213,CT Catwalk,Poizon,5,2,3,536,309,227,1,1,0,166,100,66,4,1,3,370,209,161,535
214,Top Connector,Poizon,0,4,-4,112,333,-221,0,1,-1,112,106,6,0,3,-3,0,227,-227,535
215,Snipers Palace Peek,Poizon,4,4,0,460,490,-30,3,4,-1,360,490,-130,1,0,1,100,0,100,535
216,Top Mid towards Apps,Poizon,2,3,-1,206,386,-180,0,0,0,0,0,0,2,3,-1,206,386,-180,535
217,Deep Palace,Poizon,3,4,-1,483,452,31,0,2,-2,15,200,-185,3,2,1,468,252,216,535
218,Tetris,Poizon,1,4,-3,188,383,-195,0,0,0,0,0,0,1,4,-3,188,383,-195,535
219,Market Window Peek,Poizon,5,2,3,399,224,175,5,2,3,399,224,175,0,0,0,0,0,0,535
220,Deep T Apps,Poizon,3,5,-2,346,781,-435,0,0,0,23,0,23,3,5,-2,323,781,-458,535
221,market,Poizon,6,5,1,560,536,24,6,5,1,560,536,24,0,0,0,0,0,0,535
222,CT Deep Catwalk Mid peek,Poizon,10,3,7,975,419,556,2,3,-1,154,247,-93,8,0,8,821,172,649,535
223,Left Side Platform,Poizon,4,0,4,373,134,239,0,0,0,0,0,0,4,0,4,373,134,239,535
224,Top STairs,Poizon,1,1,0,261,132,129,0,0,0,0,0,0,1,1,0,261,132,129,535
225,Deep CT,Poizon,7,4,3,491,487,4,5,3,2,264,355,-91,2,1,1,227,132,95,535
226,Under balcony,Poizon,1,1,0,74,15,59,1,0,1,74,0,74,0,1,-1,0,15,-15,535
227,Sandwhich,Poizon,1,3,-2,80,260,-180,0,0,0,0,0,0,1,3,-2,80,260,-180,535
228,Jungle Plant,Poizon,2,3,-1,251,247,4,0,1,-1,80,100,-20,2,2,0,171,147,24,535
229,Underpass,Poizon,1,1,0,100,101,-1,0,1,-1,0,101,-101,1,0,1,100,0,100,535
230,Bench Closer to Tribox,Poizon,2,2,0,205,55,150,1,1,0,105,37,68,1,1,0,100,18,82,535
231,CT Left Side,Poizon,4,1,3,416,176,240,4,1,3,416,176,240,0,0,0,0,0,0,535
232,Firebox,Poizon,1,2,-1,113,143,-30,0,0,0,0,0,0,1,2,-1,113,143,-30,535
233,Underneath B apps plat,Poizon,3,1,2,221,230,-9,1,0,1,100,0,100,2,1,1,121,230,-109,535
234,Leftside Connector,Poizon,6,3,3,538,430,108,3,2,1,238,241,-3,3,1,2,300,189,111,535
235,T Spawn A Ramp,Poizon,4,3,1,253,413,-160,0,0,0,0,0,0,4,3,1,253,413,-160,535
236,Left Side corner deep jungle,Poizon,2,2,0,185,278,-93,2,2,0,166,278,-112,0,0,0,19,0,19,535
237,Bench Closer To Jungle,Poizon,1,1,0,25,76,-51,1,0,1,25,0,25,0,1,-1,0,76,-76,535
238,Back Left B Site From T's' Perspective,Poizon,1,1,0,112,47,65,1,1,0,112,47,65,0,0,0,0,0,0,535
239,Arch,Poizon,3,2,1,184,272,-88,0,1,-1,0,100,-100,3,1,2,184,172,12,535
240,Top Mid Right Side,Poizon,2,3,-1,293,250,43,0,0,0,0,0,0,2,3,-1,293,250,43,535
241,B Site Default Plant,Poizon,0,3,-3,96,326,-230,0,0,0,0,0,0,0,3,-3,96,326,-230,535
242,Back Right B Site from T's Perspective,Poizon,1,1,0,74,159,-85,1,1,0,74,159,-85,0,0,0,0,0,0,535
243,B site Market Plant,Poizon,2,2,0,139,110,29,1,0,1,28,0,28,1,2,-1,111,110,1,535
244,Close Left CT A Ramp,Poizon,3,0,3,203,10,193,1,0,1,0,0,0,2,0,2,203,10,193,535
245,Inside Market Doors,Poizon,0,1,-1,0,156,-156,0,1,-1,0,156,-156,0,0,0,0,0,0,535
246,Apartments Right CT Corner,Poizon,1,2,-1,257,372,-115,0,0,0,0,0,0,1,2,-1,257,372,-115,535
247,Right Side Platform,Poizon,0,2,-2,0,176,-176,0,0,0,0,0,0,0,2,-2,0,176,-176,535
248,Ladder Room Catwalk Side,Poizon,1,2,-1,351,152,199,0,0,0,95,0,95,1,2,-1,256,152,104,535
249,T Deep Apps Underpass/Apps Peek,Poizon,2,1,1,275,142,133,0,1,-1,19,100,-81,2,0,2,256,42,214,535
250,Van Barrel Peek,Poizon,1,0,1,92,0,92,0,0,0,0,0,0,1,0,1,92,0,92,535
251,Catwalk Plant B Site,Poizon,2,2,0,345,282,63,0,1,-1,60,70,-10,2,1,1,285,212,73,535
252,Middle Bench,Poizon,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,2,-2,535
253,Deep T Apps Underpass STairs,Poizon,0,1,-1,34,98,-64,0,1,-1,34,98,-64,0,0,0,0,0,0,535
254,Behind Big Boxes,Poizon,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,2,-2,535
255,Murder Hole,Poizon,0,0,0,102,15,87,0,0,0,26,0,26,0,0,0,76,15,61,535
256,Deep T Spawn T Ramp,Poizon,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,535
257,Top Van,Poizon,0,2,-2,0,118,-118,0,1,-1,0,18,-18,0,1,-1,0,100,-100,535
258,CT Spawn,Poizon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
259,Connector behind box,Poizon,2,0,2,233,16,217,2,0,2,233,0,233,0,0,0,0,16,-16,535
260,CT Outside Market,Poizon,2,1,1,146,112,34,1,0,1,89,27,62,1,1,0,57,85,-28,535
261,T Spawn towards Apps,Poizon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
262,Forest,Poizon,2,0,2,111,76,35,0,0,0,0,0,0,2,0,2,111,76,35,535
263,Elevated Snipers Awp Peek,Poizon,0,1,-1,69,219,-150,0,1,-1,69,219,-150,0,0,0,0,0,0,535
264,Close Market Window,Poizon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
265,Semi Elevated CT Van,Poizon,1,0,1,200,0,200,1,0,1,200,0,200,0,0,0,0,0,0,535
266,Bottom Mid Ladder Room Peek,Poizon,2,1,1,291,126,165,2,1,1,291,126,165,0,0,0,0,0,0,535
267,Close Right Market Window,Poizon,1,1,0,76,100,-24,0,1,-1,0,100,-100,1,0,1,76,0,76,535
268,T Spawn,Poizon,1,0,1,100,67,33,1,0,1,100,67,33,0,0,0,0,0,0,535
269,Top Mid on top of Boxes,Poizon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
270,Right Side Snipers Nest,Poizon,1,1,0,147,169,-22,1,1,0,147,169,-22,0,0,0,0,0,0,535
271,Safe Plant B Site,Poizon,1,1,0,165,76,89,0,0,0,100,0,100,1,1,0,65,76,-11,535
272,Top Mid Boxes Left Side Peek,Poizon,0,1,-1,0,97,-97,0,0,0,0,0,0,0,1,-1,0,97,-97,535
273,T Apps TV,Poizon,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,535
274,Ninja,Poizon,1,1,0,141,100,41,0,1,-1,41,100,-59,1,0,1,100,0,100,535
275,Top Balcony,Jks,47,35,12,5282,4378,904,24,13,11,2696,1533,1163,23,22,1,2586,2845,-259,563
276,Default A,Jks,29,32,-3,3654,3164,490,22,20,2,2761,1899,862,7,12,-5,893,1265,-372,563
277,Ticketbooth ,Jks,18,18,0,2196,2127,69,13,13,0,1673,1595,78,5,5,0,523,532,-9,563
278,T Palace Stairs Peek,Jks,20,24,-4,2473,2613,-140,0,1,-1,20,56,-36,20,23,-3,2453,2557,-104,563
279,A Site,Jks,19,16,3,2228,1777,451,13,8,5,1484,926,558,6,8,-2,744,851,-107,563
280,A Ramp,Jks,13,13,0,1800,1552,248,5,2,3,648,221,427,8,11,-3,1152,1331,-179,563
281,Close A Ramp,Jks,13,14,-1,1614,1452,162,11,9,2,1296,905,391,2,5,-3,318,547,-229,563
282,CT Side Apps,Jks,13,19,-6,1711,2186,-475,4,4,0,392,472,-80,9,15,-6,1319,1714,-395,563
283,Deep Palace,Jks,11,14,-3,1463,1512,-49,4,5,-1,616,588,28,7,9,-2,847,924,-77,563
284,Triple Box,Jks,24,15,9,2623,1409,1214,22,11,11,2473,1098,1375,2,4,-2,150,311,-161,563
285,Tetris,Jks,3,3,0,277,386,-109,1,2,-1,100,200,-100,2,1,1,177,186,-9,563
286,A Site Exposed to Stairs Connector Cat,Jks,5,6,-1,831,670,161,2,2,0,342,242,100,3,4,-1,489,428,61,563
287,Deep Jungle,Jks,2,5,-3,216,404,-188,0,1,-1,0,100,-100,2,4,-2,216,304,-88,563
288,Sandwhich,Jks,4,3,1,442,318,124,3,3,0,342,300,42,1,0,1,100,18,82,563
289,Bottom Stairs,Jks,1,9,-8,201,777,-576,1,5,-4,133,347,-214,0,4,-4,68,430,-362,563
290,Left Side Platform,Jks,9,9,0,761,789,-28,0,0,0,0,0,0,9,9,0,761,789,-28,563
291,CT Catwalk,Jks,0,5,-5,125,411,-286,0,3,-3,105,300,-195,0,2,-2,20,111,-91,563
292,Firebox,Jks,4,7,-3,452,710,-258,1,5,-4,127,493,-366,3,2,1,325,217,108,563
293,T Spawn A Ramp,Jks,6,6,0,655,623,32,2,1,1,148,133,15,4,5,-1,507,490,17,563
294,Inside Market Doors,Jks,4,5,-1,352,488,-136,4,4,0,352,324,28,0,1,-1,0,164,-164,563
295,Close Left CT A Ramp,Jks,7,8,-1,693,712,-19,3,3,0,297,355,-58,4,5,-1,396,357,39,563
296,Mid Close Connector,Jks,2,6,-4,127,549,-422,1,3,-2,53,294,-241,1,3,-2,74,255,-181,563
297,Close Market door,Jks,5,2,3,393,325,68,3,2,1,165,325,-160,2,0,2,228,0,228,563
298,Underneath B apps plat,Jks,1,4,-3,171,290,-119,0,0,0,0,0,0,1,4,-3,171,290,-119,563
299,Under balcony,Jks,9,3,6,927,319,608,5,2,3,549,231,318,4,1,3,378,88,290,563
300,Snipers Palace Peek,Jks,1,2,-1,100,250,-150,0,1,-1,0,122,-122,1,1,0,100,128,-28,563
301,Bench,Jks,3,1,2,186,151,35,1,0,1,45,0,45,2,1,1,141,151,-10,563
302,Market Window Peek,Jks,4,2,2,264,230,34,3,2,1,223,211,12,1,0,1,41,19,22,563
303,market,Jks,4,5,-1,448,597,-149,4,5,-1,443,597,-154,0,0,0,5,0,5,563
304,Back B Site Peeking Apps/Plat,Jks,4,1,3,270,130,140,0,1,-1,0,19,-19,4,0,4,270,111,159,563
305,Stairs Palace Peek,Jks,0,0,0,0,29,-29,0,0,0,0,29,-29,0,0,0,0,0,0,563
306,Ninja,Jks,2,5,-3,267,539,-272,2,5,-3,267,539,-272,0,0,0,0,0,0,563
307,CT Deep Catwalk Mid peek,Jks,1,1,0,126,105,21,0,0,0,26,0,26,1,1,0,100,105,-5,563
308,Arch,Jks,3,2,1,273,135,138,0,0,0,0,0,0,3,2,1,273,135,138,563
309,Deep CT,Jks,3,2,1,474,213,261,2,0,2,186,0,186,1,2,-1,288,213,75,563
310,B Site Default Plant,Jks,2,2,0,172,264,-92,0,0,0,0,0,0,2,2,0,172,264,-92,563
311,Top Mid,Jks,1,4,-3,163,400,-237,1,3,-2,163,300,-137,0,1,-1,0,100,-100,563
312,T Deep Apps Underpass/Apps Peek,Jks,2,4,-2,289,400,-111,0,3,-3,89,300,-211,2,1,1,200,100,100,563
313,Bottom Connector,Jks,3,2,1,397,382,15,3,2,1,318,322,-4,0,0,0,79,60,19,563
314,Right Side Platform,Jks,2,4,-2,223,431,-208,0,1,-1,0,100,-100,2,3,-1,223,331,-108,563
315,Deep Catwalk,Jks,3,1,2,311,148,163,0,0,0,0,0,0,3,1,2,311,148,163,563
316,Forest,Jks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
317,Under window B apps,Jks,1,3,-2,224,349,-125,1,0,1,100,27,73,0,3,-3,124,322,-198,563
318,B site Market Plant,Jks,2,2,0,233,120,113,0,0,0,0,0,0,2,2,0,233,120,113,563
319,Bench Closer To Jungle,Jks,0,0,0,0,27,-27,0,0,0,0,0,0,0,0,0,0,27,-27,563
320,B Bombsite Cross to Catwalk,Jks,4,3,1,474,513,-39,0,1,-1,0,73,-73,4,2,2,474,440,34,563
321,Back Right B Site from T's Perspective,Jks,1,1,0,100,34,66,0,0,0,0,0,0,1,1,0,100,34,66,563
322,Deep T Apps Underpass STairs,Jks,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,563
323,Catwalk Plant B Site,Jks,2,2,0,211,251,-40,0,0,0,0,0,0,2,2,0,211,251,-40,563
324,Deep T Spawn T Ramp,Jks,1,3,-2,145,345,-200,0,2,-2,44,200,-156,1,1,0,101,145,-44,563
325,Top Connector,Jks,1,1,0,108,100,8,0,0,0,12,0,12,1,1,0,96,100,-4,563
326,CT Outside Market,Jks,1,2,-1,176,281,-105,0,2,-2,76,203,-127,1,0,1,100,78,22,563
327,CT Spawn,Jks,1,2,-1,54,105,-51,0,2,-2,37,105,-68,1,0,1,17,0,17,563
328,Back Left B Site From T's' Perspective,Jks,1,2,-1,44,173,-129,1,2,-1,44,173,-129,0,0,0,0,0,0,563
329,Catwalk T Aparments Peek,Jks,0,2,-2,54,105,-51,0,0,0,0,0,0,0,2,-2,54,105,-51,563
330,Top STairs,Jks,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,3,-3,563
331,Top Mid towards Apps,Jks,1,1,0,34,100,-66,0,0,0,0,0,0,1,1,0,34,100,-66,563
332,Apartments Right CT Corner,Jks,0,3,-3,7,321,-314,0,0,0,0,0,0,0,3,-3,7,321,-314,563
333,CT Left Side,Jks,2,1,1,183,248,-65,1,0,1,74,131,-57,1,1,0,109,117,-8,563
334,T Spawn towards Apps,Jks,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,563
335,Catwalk Connector Peek,Jks,1,0,1,100,22,78,0,0,0,0,0,0,1,0,1,100,22,78,563
336,Behind Big Boxes,Jks,0,1,-1,0,71,-71,0,0,0,0,0,0,0,1,-1,0,71,-71,563
337,T Deep apps,Jks,3,0,3,300,135,165,1,0,1,100,0,100,2,0,2,200,135,65,563
338,Leftside Connector,Jks,0,2,-2,94,206,-112,0,2,-2,94,206,-112,0,0,0,0,0,0,563
339,Right Side Connector,Jks,1,0,1,59,0,59,1,0,1,59,0,59,0,0,0,0,0,0,563
340,Headshot Angle Close A Ramp,Jks,1,2,-1,100,187,-87,1,2,-1,100,187,-87,0,0,0,0,0,0,563
341,Close Right Market Window,Jks,0,2,-2,48,200,-152,0,0,0,21,0,21,0,2,-2,27,200,-173,563
342,Bench Closer to Tribox,Jks,1,1,0,148,196,-48,0,1,-1,66,144,-78,1,0,1,82,52,30,563
343,Deep T Apps,Jks,3,2,1,353,330,23,1,0,1,16,0,16,2,2,0,337,330,7,563
344,Connector behind box,Jks,1,0,1,89,0,89,1,0,1,89,0,89,0,0,0,0,0,0,563
345,Close Market Window,Jks,0,2,-2,19,167,-148,0,0,0,0,0,0,0,2,-2,19,167,-148,563
346,Balcony Boaxes,Jks,1,0,1,126,88,38,1,0,1,126,88,38,0,0,0,0,0,0,563
347,Left Side corner deep jungle,Jks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
348,Bottom Mid Ladder Room Peek,Jks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
349,Top Mid Left Side,Jks,2,1,1,70,129,-59,1,0,1,50,0,50,1,1,0,20,129,-109,563
350,Van Barrel Peek,Jks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
351,Ladder Room Catwalk Side,Jks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
352,T Apps TV,Jks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
353,Murder Hole,Jks,1,0,1,6,0,6,1,0,1,6,0,6,0,0,0,0,0,0,563
354,Underpass,Jks,0,1,-1,0,37,-37,0,0,0,0,0,0,0,1,-1,0,37,-37,563
355,Jungle Plant,Jks,0,0,0,111,23,88,0,0,0,0,0,0,0,0,0,111,23,88,563
356,CT Side Apps,Rush,16,21,-5,1791,2448,-657,12,6,6,1103,730,373,4,15,-11,688,1718,-1030,563
357,Deep T Apps,Rush,19,14,5,2028,2345,-317,5,3,2,475,368,107,14,11,3,1553,1977,-424,563
358,Left Side Platform,Rush,7,18,-11,871,1685,-814,5,9,-4,581,845,-264,2,9,-7,290,840,-550,563
359,Default A,Rush,11,17,-6,1011,1480,-469,4,4,0,277,470,-193,7,13,-6,734,1010,-276,563
360,A Site Exposed to Stairs Connector Cat,Rush,14,19,-5,1522,1831,-309,1,7,-6,227,630,-403,13,12,1,1295,1201,94,563
361,Ticketbooth ,Rush,11,11,0,1125,1132,-7,8,7,1,691,905,-214,3,4,-1,434,227,207,563
362,Bottom Stairs,Rush,6,11,-5,535,1356,-821,5,2,3,286,339,-53,1,9,-8,249,1017,-768,563
363,A Ramp,Rush,2,13,-11,652,1320,-668,0,1,-1,96,100,-4,2,12,-10,556,1220,-664,563
364,B Bombsite Cross to Catwalk,Rush,6,16,-10,744,1457,-713,0,1,-1,0,100,-100,6,15,-9,744,1357,-613,563
365,A Site,Rush,8,17,-9,1182,1749,-567,4,2,2,315,143,172,4,15,-11,867,1606,-739,563
366,CT Catwalk,Rush,5,9,-4,694,840,-146,4,9,-5,550,840,-290,1,0,1,144,0,144,563
367,Deep Jungle,Rush,5,10,-5,714,929,-215,1,3,-2,201,300,-99,4,7,-3,513,629,-116,563
368,Triple Box,Rush,2,7,-5,235,538,-303,0,3,-3,42,208,-166,2,4,-2,193,330,-137,563
369,Bench,Rush,10,13,-3,1150,1188,-38,9,9,0,898,888,10,1,4,-3,252,300,-48,563
370,Bottom Connector,Rush,3,8,-5,353,812,-459,1,1,0,103,100,3,2,7,-5,250,712,-462,563
371,Top Balcony,Rush,8,8,0,945,1038,-93,3,2,1,419,254,165,5,6,-1,526,784,-258,563
372,Mid Close Connector,Rush,5,9,-4,487,1020,-533,1,4,-3,177,394,-217,4,5,-1,310,626,-316,563
373,Underneath B apps plat,Rush,8,5,3,1043,530,513,6,4,2,915,416,499,2,1,1,128,114,14,563
374,Close Left CT A Ramp,Rush,6,9,-3,707,1073,-366,0,0,0,0,0,0,6,9,-3,707,1073,-366,563
375,Back B Site Peeking Apps/Plat,Rush,2,10,-8,475,1048,-573,2,8,-6,369,795,-426,0,2,-2,106,253,-147,563
376,Deep T Apps Underpass STairs,Rush,2,4,-2,406,427,-21,2,1,1,155,127,28,0,3,-3,251,300,-49,563
377,CT Deep Catwalk Mid peek,Rush,7,8,-1,973,783,190,7,7,0,973,759,214,0,1,-1,0,24,-24,563
378,T Palace Stairs Peek,Rush,5,6,-1,607,875,-268,0,0,0,0,0,0,5,6,-1,607,875,-268,563
379,Deep Catwalk,Rush,5,3,2,536,455,81,4,3,1,436,455,-19,1,0,1,100,0,100,563
380,T Deep Apps Underpass/Apps Peek,Rush,8,5,3,899,924,-25,1,0,1,100,0,100,7,5,2,799,924,-125,563
381,B site Market Plant,Rush,9,8,1,1184,676,508,8,3,5,998,300,698,1,5,-4,186,376,-190,563
382,Close A Ramp,Rush,4,7,-3,395,717,-322,0,1,-1,0,49,-49,4,6,-2,395,668,-273,563
383,Tetris,Rush,1,0,1,10,12,-2,1,0,1,10,12,-2,0,0,0,0,0,0,563
384,Snipers Nest,Rush,3,3,0,276,399,-123,3,3,0,276,399,-123,0,0,0,0,0,0,563
385,Deep CT,Rush,5,4,1,501,310,191,5,2,3,501,207,294,0,2,-2,0,103,-103,563
386,T Spawn A Ramp,Rush,2,8,-6,269,810,-541,0,0,0,0,0,0,2,8,-6,269,810,-541,563
387,Catwalk Plant B Site,Rush,4,4,0,444,472,-28,1,2,-1,97,132,-35,3,2,1,347,340,7,563
388,Underpass,Rush,6,3,3,528,481,47,3,0,3,219,106,113,3,3,0,309,375,-66,563
389,Back Left B Site From T's' Perspective,Rush,6,4,2,709,498,211,5,3,2,549,327,222,1,1,0,160,171,-11,563
390,Deep Palace,Rush,1,5,-4,397,503,-106,1,4,-3,312,400,-88,0,1,-1,85,103,-18,563
391,CT Left Side,Rush,2,3,-1,342,312,30,2,3,-1,342,312,30,0,0,0,0,0,0,563
392,Murder Hole,Rush,6,4,2,580,404,176,6,4,2,580,404,176,0,0,0,0,0,0,563
393,Catwalk T Aparments Peek,Rush,6,3,3,721,553,168,5,3,2,543,315,228,1,0,1,178,238,-60,563
394,B Site Default Plant,Rush,7,4,3,1125,494,631,6,3,3,971,334,637,1,1,0,154,160,-6,563
395,Right Side Platform,Rush,3,2,1,553,176,377,3,1,2,553,152,401,0,1,-1,0,24,-24,563
396,Sandwhich,Rush,3,4,-1,365,297,68,0,0,0,0,0,0,3,4,-1,365,297,68,563
397,Close Market door,Rush,2,1,1,204,191,13,2,1,1,204,191,13,0,0,0,0,0,0,563
398,Leftside Connector,Rush,3,3,0,313,305,8,1,2,-1,153,227,-74,2,1,1,160,78,82,563
399,Arch,Rush,2,4,-2,662,426,236,2,4,-2,662,426,236,0,0,0,0,0,0,563
400,Under balcony,Rush,1,0,1,16,8,8,1,0,1,16,0,16,0,0,0,0,8,-8,563
401,Top STairs,Rush,4,3,1,263,221,42,4,3,1,263,221,42,0,0,0,0,0,0,563
402,Firebox,Rush,3,1,2,200,121,79,1,0,1,97,34,63,2,1,1,103,87,16,563
403,Stairs Palace Peek,Rush,2,1,1,243,35,208,2,1,1,216,35,181,0,0,0,27,0,27,563
404,Snipers Palace Peek,Rush,3,3,0,298,279,19,2,3,-1,198,246,-48,1,0,1,100,33,67,563
405,Catwalk Connector Peek,Rush,0,0,0,23,25,-2,0,0,0,23,25,-2,0,0,0,0,0,0,563
406,Back Right B Site from T's Perspective,Rush,0,3,-3,33,106,-73,0,2,-2,9,85,-76,0,1,-1,24,21,3,563
407,Top Mid,Rush,0,1,-1,0,47,-47,0,0,0,0,0,0,0,1,-1,0,47,-47,563
408,Left Side corner deep jungle,Rush,1,0,1,4,0,4,1,0,1,4,0,4,0,0,0,0,0,0,563
409,CT Outside Market,Rush,1,1,0,45,78,-33,1,1,0,45,78,-33,0,0,0,0,0,0,563
410,Top Connector,Rush,4,0,4,152,183,-31,0,0,0,0,0,0,4,0,4,152,183,-31,563
411,Market Window Peek,Rush,1,1,0,148,100,48,1,1,0,148,100,48,0,0,0,0,0,0,563
412,Under window B apps,Rush,1,1,0,113,143,-30,0,0,0,0,27,-27,1,1,0,113,116,-3,563
413,Ladder Room Catwalk Side,Rush,0,1,-1,0,141,-141,0,1,-1,0,100,-100,0,0,0,0,41,-41,563
414,Jungle Plant,Rush,2,2,0,283,300,-17,0,0,0,0,107,-107,2,2,0,283,193,90,563
415,Apartments Right CT Corner,Rush,1,2,-1,180,154,26,1,1,0,172,100,72,0,1,-1,8,54,-46,563
416,Forest,Rush,2,2,0,211,242,-31,2,2,0,211,242,-31,0,0,0,0,0,0,563
417,Close Right Market Window,Rush,1,2,-1,103,132,-29,1,0,1,44,0,44,0,2,-2,59,132,-73,563
418,Van Barrel Peek,Rush,0,1,-1,0,123,-123,0,0,0,0,83,-83,0,1,-1,0,40,-40,563
419,T Spawn,Rush,1,2,-1,77,100,-23,0,0,0,0,0,0,1,2,-1,77,100,-23,563
420,T Deep apps,Rush,3,0,3,205,91,114,1,0,1,32,3,29,2,0,2,173,88,85,563
421,T Apps TV,Rush,0,1,-1,2,100,-98,0,0,0,0,0,0,0,1,-1,2,100,-98,563
422,Right Side Connector,Rush,2,2,0,258,207,51,2,1,1,258,150,108,0,1,-1,0,57,-57,563
423,Top Mid Left Side,Rush,1,0,1,100,76,24,0,0,0,0,0,0,1,0,1,100,76,24,563
424,Top Van,Rush,4,0,4,252,92,160,4,0,4,244,78,166,0,0,0,8,14,-6,563
425,Top Mid towards Apps,Rush,0,1,-1,33,100,-67,0,0,0,0,0,0,0,1,-1,33,100,-67,563
426,market,Rush,0,0,0,75,30,45,0,0,0,75,30,45,0,0,0,0,0,0,563
427,Balcony Boaxes,Rush,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,0,0,0,563
428,Ninja,Rush,3,1,2,145,122,23,2,1,1,136,100,36,1,0,1,9,22,-13,563
429,Middle Bench,Rush,0,1,-1,14,133,-119,0,0,0,0,0,0,0,1,-1,14,133,-119,563
430,Construction,Rush,0,1,-1,0,42,-42,0,1,-1,0,17,-17,0,0,0,0,25,-25,563
431,Bottom Mid Ladder Room Peek,Rush,1,1,0,135,168,-33,0,0,0,0,0,0,1,1,0,135,168,-33,563
432,Bench Closer to Tribox,Rush,1,0,1,100,3,97,0,0,0,0,0,0,1,0,1,100,3,97,563
433,Headshot Angle Close A Ramp,Rush,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,563
434,Inside Market Doors,Rush,1,1,0,100,100,0,0,1,-1,0,100,-100,1,0,1,100,0,100,563
435,Top Mid Right Side,Rush,1,1,0,100,100,0,0,0,0,0,0,0,1,1,0,100,100,0,563
436,Bench Closer To Jungle,Rush,1,1,0,30,0,30,0,1,-1,0,0,0,1,0,1,30,0,30,563
437,Top Mid Boxes Left Side Peek,Rush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
438,CT Spawn,Rush,1,1,0,115,100,15,1,1,0,115,100,15,0,0,0,0,0,0,563
439,Top Mid Catwalk,Rush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
