,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
215,Left Side Platform,Art,5,4,1,572,450,122,2,1,1,207,110,97,3,3,0,365,340,25,452
216,Close A Ramp,Art,3,2,1,315,274,41,0,0,0,0,0,0,3,2,1,315,274,41,452
217,Bottom Mid Ladder Room Peek,Art,6,8,-2,626,739,-113,5,4,1,526,400,126,1,4,-3,100,339,-239,452
218,Back B Site Peeking Apps/Plat,Art,2,3,-1,496,254,242,0,0,0,0,0,0,2,3,-1,496,254,242,452
219,T Palace Stairs Peek,Art,2,3,-1,237,439,-202,0,1,-1,0,100,-100,2,2,0,237,339,-102,452
220,Leftside Connector,Art,4,3,1,483,312,171,3,2,1,345,212,133,1,1,0,138,100,38,452
221,Right Side Connector,Art,4,4,0,481,504,-23,2,2,0,191,245,-54,2,2,0,290,259,31,452
222,Deep Palace,Art,6,4,2,522,461,61,4,4,0,313,427,-114,2,0,2,209,34,175,452
223,Close Market door,Art,1,3,-2,100,253,-153,1,2,-1,100,166,-66,0,1,-1,0,87,-87,452
224,market,Art,3,1,2,391,231,160,1,1,0,191,167,24,2,0,2,200,64,136,452
225,Top STairs,Art,3,5,-2,370,547,-177,0,2,-2,117,258,-141,3,3,0,253,289,-36,452
226,Sandwhich,Art,3,3,0,295,192,103,0,0,0,0,0,0,3,3,0,295,192,103,452
227,Murder Hole,Art,3,5,-2,309,591,-282,2,4,-2,212,445,-233,1,1,0,97,146,-49,452
228,Underneath B apps plat,Art,6,5,1,475,494,-19,2,2,0,148,137,11,4,3,1,327,357,-30,452
229,Ladder Room Catwalk Side,Art,2,4,-2,227,356,-129,2,2,0,200,148,52,0,2,-2,27,208,-181,452
230,Back Left B Site From T's' Perspective,Art,2,2,0,211,176,35,0,2,-2,0,132,-132,2,0,2,211,44,167,452
231,Bench,Art,2,2,0,274,162,112,1,1,0,52,100,-48,1,1,0,222,62,160,452
232,Close Right Market Window,Art,1,2,-1,71,144,-73,1,1,0,71,36,35,0,1,-1,0,108,-108,452
233,CT Outside Market,Art,3,3,0,245,234,11,1,2,-1,70,200,-130,2,1,1,175,34,141,452
234,Arch,Art,3,3,0,181,222,-41,1,1,0,51,79,-28,2,2,0,130,143,-13,452
235,Inside Market Doors,Art,4,2,2,230,207,23,3,2,1,130,207,-77,1,0,1,100,0,100,452
236,Tetris,Art,1,3,-2,189,339,-150,0,0,0,0,0,0,1,3,-2,189,339,-150,452
237,Jungle Plant,Art,4,3,1,375,345,30,2,1,1,153,145,8,2,2,0,222,200,22,452
238,Connector behind box,Art,4,4,0,398,496,-98,2,2,0,254,259,-5,2,2,0,144,237,-93,452
239,Behind Big Boxes,Art,1,1,0,125,207,-82,0,0,0,0,0,0,1,1,0,125,207,-82,452
240,B Site Default Plant,Art,0,0,0,0,20,-20,0,0,0,0,0,0,0,0,0,0,20,-20,452
241,Catwalk Plant B Site,Art,0,1,-1,5,41,-36,0,0,0,5,24,-19,0,1,-1,0,17,-17,452
242,Top Mid Boxes Left Side Peek,Art,0,1,-1,125,132,-7,0,0,0,0,0,0,0,1,-1,125,132,-7,452
243,Deep CT,Art,7,3,4,491,367,124,4,3,1,316,325,-9,3,0,3,175,42,133,452
244,B Bombsite Cross to Catwalk,Art,6,1,5,659,159,500,3,0,3,346,27,319,3,1,2,313,132,181,452
245,Middle Bench,Art,3,4,-1,268,329,-61,3,1,2,256,154,102,0,3,-3,12,175,-163,452
246,CT Spawn,Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
247,Close Left CT A Ramp,Art,3,2,1,300,173,127,3,2,1,300,173,127,0,0,0,0,0,0,452
248,Chair,Art,2,2,0,210,227,-17,0,0,0,0,0,0,2,2,0,210,227,-17,452
249,Stairs Palace Peek,Art,1,2,-1,184,242,-58,0,2,-2,84,242,-158,1,0,1,100,0,100,452
250,T Spawn A Ramp,Art,1,2,-1,241,134,107,0,0,0,0,0,0,1,2,-1,241,134,107,452
251,T Deep Apps Underpass/Apps Peek,Art,0,0,0,0,7,-7,0,0,0,0,0,0,0,0,0,0,7,-7,452
252,B site Market Plant,Art,1,2,-1,341,253,88,0,0,0,145,73,72,1,2,-1,196,180,16,452
253,T apps entrance close left,Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
254,Right Side Snipers Nest,Art,4,2,2,436,432,4,3,2,1,356,400,-44,1,0,1,80,32,48,452
255,Van Barrel Peek,Art,1,2,-1,108,212,-104,0,0,0,8,0,8,1,2,-1,100,212,-112,452
256,Market Window Peek,Art,7,1,6,553,183,370,5,1,4,407,125,282,2,0,2,146,58,88,452
257,Elevated Snipers Awp Peek,Art,0,0,0,66,56,10,0,0,0,0,0,0,0,0,0,66,56,10,452
258,Deep T Spawn T Ramp,Art,0,1,-1,22,100,-78,0,0,0,0,0,0,0,1,-1,22,100,-78,452
259,Ninja,Art,2,1,1,265,177,88,2,0,2,240,77,163,0,1,-1,25,100,-75,452
260,Under balcony,Art,1,1,0,76,199,-123,1,1,0,76,100,-24,0,0,0,0,99,-99,452
261,Apartments Right CT Corner,Art,4,1,3,431,49,382,1,0,1,115,0,115,3,1,2,316,49,267,452
262,Top Mid Boxes Right Side Peek,Art,3,0,3,300,0,300,1,0,1,100,0,100,2,0,2,200,0,200,452
263,Bottom Mid Boosting Snipers,Art,2,1,1,199,102,97,1,0,1,100,70,30,1,1,0,99,32,67,452
264,T Spawn,Art,1,2,-1,100,167,-67,1,1,0,100,151,-51,0,1,-1,0,16,-16,452
265,Close Market Window,Art,2,1,1,167,100,67,0,1,-1,0,100,-100,2,0,2,167,0,167,452
266,Top Mid towards Apps,Art,1,2,-1,211,215,-4,1,1,0,100,100,0,0,1,-1,111,115,-4,452
267,Back Right B Site from T's Perspective,Art,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,452
268,T Spawn towards Apps,Art,0,1,-1,65,81,-16,0,1,-1,51,64,-13,0,0,0,14,17,-3,452
269,Top Van,Art,3,1,2,293,144,149,1,0,1,93,0,93,2,1,1,200,144,56,452
270,T Apps TV,Art,0,1,-1,0,69,-69,0,0,0,0,0,0,0,1,-1,0,69,-69,452
271,Right Side Platform,Art,2,1,1,271,186,85,0,1,-1,107,145,-38,2,0,2,164,41,123,452
272,Firebox,Art,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,19,0,19,452
273,Ticketbooth ,Vini,12,18,-6,1515,1870,-355,7,13,-6,842,1297,-455,5,5,0,673,573,100,452
274,Default A,Vini,9,15,-6,1295,1392,-97,2,7,-5,421,651,-230,7,8,-1,874,741,133,452
275,Top Balcony,Vini,22,24,-2,2403,2207,196,5,9,-4,771,856,-85,17,15,2,1632,1351,281,452
276,A Ramp,Vini,9,19,-10,1242,2196,-954,2,4,-2,311,488,-177,7,15,-8,931,1708,-777,452
277,Triple Box,Vini,8,12,-4,905,1167,-262,5,5,0,548,595,-47,3,7,-4,357,572,-215,452
278,A Site,Vini,13,11,2,1282,1100,182,2,1,1,164,120,44,11,10,1,1118,980,138,452
279,Deep Jungle,Vini,19,8,11,1634,1022,612,14,7,7,1221,901,320,5,1,4,413,121,292,452
280,CT Catwalk,Vini,17,16,1,1910,1712,198,9,11,-2,1213,1196,17,8,5,3,697,516,181,452
281,A Site Exposed to Stairs Connector Cat,Vini,11,16,-5,1114,1548,-434,8,7,1,631,751,-120,3,9,-6,483,797,-314,452
282,Bottom Stairs,Vini,7,7,0,580,563,17,7,4,3,573,330,243,0,3,-3,7,233,-226,452
283,Mid Close Connector,Vini,5,12,-7,647,1398,-751,2,4,-2,298,482,-184,3,8,-5,349,916,-567,452
284,CT Side Apps,Vini,4,6,-2,547,828,-281,1,1,0,172,171,1,3,5,-2,375,657,-282,452
285,Left Side Platform,Vini,3,6,-3,334,597,-263,0,0,0,0,0,0,3,6,-3,334,597,-263,452
286,T Palace Stairs Peek,Vini,20,11,9,2033,1369,664,2,2,0,244,137,107,18,9,9,1789,1232,557,452
287,B Bombsite Cross to Catwalk,Vini,6,8,-2,696,486,210,2,3,-1,281,114,167,4,5,-1,415,372,43,452
288,CT Deep Catwalk Mid peek,Vini,4,14,-10,905,1439,-534,3,12,-9,873,1228,-355,1,2,-1,32,211,-179,452
289,Close Market door,Vini,9,8,1,1039,742,297,6,6,0,790,592,198,3,2,1,249,150,99,452
290,Deep Catwalk,Vini,7,8,-1,560,1089,-529,7,7,0,484,744,-260,0,1,-1,76,345,-269,452
291,Bench,Vini,3,6,-3,490,633,-143,3,5,-2,432,533,-101,0,1,-1,58,100,-42,452
292,Deep Palace,Vini,8,8,0,1237,1076,161,1,2,-1,190,263,-73,7,6,1,1047,813,234,452
293,Snipers Nest,Vini,7,10,-3,1033,1209,-176,7,6,1,950,815,135,0,4,-4,83,394,-311,452
294,Underpass,Vini,0,8,-8,121,678,-557,0,6,-6,27,446,-419,0,2,-2,94,232,-138,452
295,Deep CT,Vini,6,5,1,993,597,396,4,4,0,793,415,378,2,1,1,200,182,18,452
296,Tetris,Vini,2,6,-4,396,600,-204,0,0,0,0,0,0,2,6,-4,396,600,-204,452
297,Arch,Vini,3,3,0,364,410,-46,2,3,-1,287,389,-102,1,0,1,77,21,56,452
298,Close A Ramp,Vini,6,7,-1,688,727,-39,3,2,1,315,200,115,3,5,-2,373,527,-154,452
299,B site Market Plant,Vini,2,4,-2,273,521,-248,1,1,0,81,205,-124,1,3,-2,192,316,-124,452
300,Ninja,Vini,0,5,-5,164,450,-286,0,5,-5,164,450,-286,0,0,0,0,0,0,452
301,Top Mid Left Side,Vini,0,4,-4,81,539,-458,0,0,0,0,0,0,0,4,-4,81,539,-458,452
302,Back Right B Site from T's Perspective,Vini,2,4,-2,251,312,-61,2,3,-1,172,300,-128,0,1,-1,79,12,67,452
303,Top Connector,Vini,4,5,-1,357,679,-322,2,1,1,143,154,-11,2,4,-2,214,525,-311,452
304,Catwalk Plant B Site,Vini,6,5,1,482,409,73,0,1,-1,44,65,-21,6,4,2,438,344,94,452
305,Back B Site Peeking Apps/Plat,Vini,6,3,3,392,323,69,2,1,1,129,100,29,4,2,2,263,223,40,452
306,Underneath B apps plat,Vini,3,3,0,301,240,61,1,0,1,111,10,101,2,3,-1,190,230,-40,452
307,B Site Default Plant,Vini,1,2,-1,251,168,83,0,1,-1,98,20,78,1,1,0,153,148,5,452
308,Under balcony,Vini,1,4,-3,182,506,-324,0,2,-2,82,246,-164,1,2,-1,100,260,-160,452
309,Sandwhich,Vini,8,3,5,875,362,513,2,1,1,232,100,132,6,2,4,643,262,381,452
310,Snipers Palace Peek,Vini,3,2,1,423,220,203,3,1,2,391,183,208,0,1,-1,32,37,-5,452
311,CT Left Side,Vini,3,2,1,388,174,214,3,1,2,375,151,224,0,1,-1,13,23,-10,452
312,T Spawn,Vini,2,3,-1,127,203,-76,0,0,0,0,0,0,2,3,-1,127,203,-76,452
313,Top Mid,Vini,1,0,1,120,49,71,0,0,0,0,20,-20,1,0,1,120,29,91,452
314,Deep T Apps,Vini,1,3,-2,204,424,-220,0,0,0,0,0,0,1,3,-2,204,424,-220,452
315,Firebox,Vini,3,2,1,405,200,205,1,1,0,133,100,33,2,1,1,272,100,172,452
316,Catwalk T Aparments Peek,Vini,5,3,2,396,392,4,4,1,3,323,192,131,1,2,-1,73,200,-127,452
317,T Spawn A Ramp,Vini,2,2,0,200,436,-236,0,1,-1,66,100,-34,2,1,1,134,336,-202,452
318,Balcony Boaxes,Vini,2,0,2,142,84,58,0,0,0,0,0,0,2,0,2,142,84,58,452
319,Back Left B Site From T's' Perspective,Vini,9,3,6,687,418,269,9,2,7,657,344,313,0,1,-1,30,74,-44,452
320,Bottom Connector,Vini,2,1,1,208,100,108,1,0,1,120,0,120,1,1,0,88,100,-12,452
321,Jungle Plant,Vini,1,2,-1,100,268,-168,0,0,0,0,0,0,1,2,-1,100,268,-168,452
322,Ladder Room Catwalk Side,Vini,1,4,-3,144,366,-222,1,3,-2,144,328,-184,0,1,-1,0,38,-38,452
323,Left Side corner deep jungle,Vini,1,2,-1,110,200,-90,1,2,-1,94,200,-106,0,0,0,16,0,16,452
324,Leftside Connector,Vini,2,2,0,234,237,-3,0,2,-2,0,174,-174,2,0,2,234,63,171,452
325,Stairs Palace Peek,Vini,3,1,2,241,211,30,2,1,1,176,211,-35,1,0,1,65,0,65,452
326,Connector behind box,Vini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
327,Deep T Apps Underpass STairs,Vini,2,1,1,37,105,-68,2,0,2,37,60,-23,0,1,-1,0,45,-45,452
328,T Deep Apps Underpass/Apps Peek,Vini,2,1,1,170,202,-32,0,0,0,33,0,33,2,1,1,137,202,-65,452
329,Bottom Mid Ladder Room Peek,Vini,1,3,-2,171,269,-98,0,1,-1,0,100,-100,1,2,-1,171,169,2,452
330,Forest,Vini,2,1,1,170,141,29,2,1,1,170,141,29,0,0,0,0,0,0,452
331,Top Mid Boxes Left Side Peek,Vini,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,17,0,17,452
332,CT Outside Market,Vini,0,1,-1,10,107,-97,0,1,-1,10,107,-97,0,0,0,0,0,0,452
333,market,Vini,3,2,1,201,248,-47,3,2,1,201,248,-47,0,0,0,0,0,0,452
334,Top Mid Catwalk,Vini,1,3,-2,46,272,-226,0,0,0,0,8,-8,1,3,-2,46,264,-218,452
335,Top STairs,Vini,4,0,4,283,27,256,3,0,3,183,27,156,1,0,1,100,0,100,452
336,Catwalk Connector Peek,Vini,5,1,4,394,133,261,3,1,2,281,133,148,2,0,2,113,0,113,452
337,Inside Market Doors,Vini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
338,T Deep apps,Vini,1,1,0,12,100,-88,1,1,0,12,100,-88,0,0,0,0,0,0,452
339,Murder Hole,Vini,2,3,-1,270,303,-33,2,2,0,259,203,56,0,1,-1,11,100,-89,452
340,Close Left CT A Ramp,Vini,2,0,2,291,123,168,1,0,1,115,27,88,1,0,1,176,96,80,452
341,Right Side Platform,Vini,6,2,4,439,114,325,4,1,3,334,100,234,2,1,1,105,14,91,452
342,Van Barrel Peek,Vini,0,1,-1,0,28,-28,0,0,0,0,0,0,0,1,-1,0,28,-28,452
343,Right Side Connector,Vini,2,1,1,126,160,-34,1,1,0,48,106,-58,1,0,1,78,54,24,452
344,Right Side Snipers Nest,Vini,2,1,1,89,126,-37,2,0,2,64,26,38,0,1,-1,25,100,-75,452
345,Register Market,Vini,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,452
346,Top Mid Boxes Right Side Peek,Vini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
347,Bench Closer to Tribox,Vini,0,1,-1,57,77,-20,0,0,0,57,0,57,0,1,-1,0,77,-77,452
348,Semi Elevated CT Van,Vini,0,1,-1,47,146,-99,0,1,-1,47,146,-99,0,0,0,0,0,0,452
349,Bench Closer To Jungle,Vini,0,0,0,40,89,-49,0,0,0,40,89,-49,0,0,0,0,0,0,452
350,Top Mid Right Side,Vini,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,452
351,Middle Bench,Vini,0,1,-1,22,29,-7,0,0,0,0,0,0,0,1,-1,22,29,-7,452
352,T Apps TV,Vini,1,1,0,101,144,-43,0,1,-1,0,100,-100,1,0,1,101,44,57,452
353,Under balcony on top of the little box,Vini,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,452
354,Bottom Mid Boosting Snipers,Vini,0,1,-1,0,68,-68,0,0,0,0,0,0,0,1,-1,0,68,-68,452
355,CT Spawn,Vini,0,1,-1,35,106,-71,0,1,-1,35,106,-71,0,0,0,0,0,0,452
356,Market Window Peek,Vini,0,1,-1,20,172,-152,0,1,-1,20,146,-126,0,0,0,0,26,-26,452
357,Chair,Vini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
358,Top Mid towards Apps,Vini,3,1,2,244,183,61,0,0,0,0,0,0,3,1,2,244,183,61,452
359,Under window B apps,Vini,2,1,1,165,124,41,1,1,0,65,100,-35,1,0,1,100,24,76,452
360,Ticketbooth ,Junior,32,22,10,2802,2852,-50,30,22,8,2654,2830,-176,2,0,2,148,22,126,309
361,Top Balcony,Junior,7,6,1,709,596,113,0,0,0,0,0,0,7,6,1,709,596,113,309
362,Triple Box,Junior,7,8,-1,717,638,79,6,6,0,613,386,227,1,2,-1,104,252,-148,309
363,A Ramp,Junior,3,5,-2,307,541,-234,1,0,1,100,22,78,2,5,-3,207,519,-312,309
364,Bottom Stairs,Junior,8,7,1,841,850,-9,5,2,3,521,335,186,3,5,-2,320,515,-195,309
365,Default A,Junior,8,4,4,680,632,48,4,1,3,328,248,80,4,3,1,352,384,-32,309
366,Deep Catwalk,Junior,3,7,-4,340,616,-276,2,1,1,200,68,132,1,6,-5,140,548,-408,309
367,CT Side Apps,Junior,10,6,4,910,1111,-201,5,0,5,479,185,294,5,6,-1,431,926,-495,309
368,A Site,Junior,2,7,-5,162,587,-425,0,2,-2,0,199,-199,2,5,-3,162,388,-226,309
369,Top Mid Left Side,Junior,0,4,-4,42,505,-463,0,0,0,0,0,0,0,4,-4,42,505,-463,309
370,A Site Exposed to Stairs Connector Cat,Junior,5,8,-3,420,983,-563,5,4,1,420,480,-60,0,4,-4,0,503,-503,309
371,Close A Ramp,Junior,0,5,-5,52,545,-493,0,1,-1,0,100,-100,0,4,-4,52,445,-393,309
372,Deep CT,Junior,5,3,2,460,211,249,4,2,2,335,192,143,1,1,0,125,19,106,309
373,Catwalk Connector Peek,Junior,3,3,0,223,430,-207,1,1,0,100,127,-27,2,2,0,123,303,-180,309
374,Bottom Connector,Junior,2,2,0,225,345,-120,0,0,0,0,89,-89,2,2,0,225,256,-31,309
375,Underpass,Junior,3,5,-2,173,516,-343,2,3,-1,131,301,-170,1,2,-1,42,215,-173,309
376,Snipers Nest,Junior,2,2,0,134,192,-58,2,2,0,134,192,-58,0,0,0,0,0,0,309
377,Deep Palace,Junior,5,2,3,509,361,148,3,1,2,300,127,173,2,1,1,209,234,-25,309
378,Deep Jungle,Junior,5,5,0,514,490,24,4,2,2,414,241,173,1,3,-2,100,249,-149,309
379,CT Left Side,Junior,1,5,-4,202,392,-190,1,5,-4,202,392,-190,0,0,0,0,0,0,309
380,Top Connector,Junior,5,3,2,329,384,-55,3,2,1,207,173,34,2,1,1,122,211,-89,309
381,Close Market door,Junior,0,2,-2,0,143,-143,0,2,-2,0,143,-143,0,0,0,0,0,0,309
382,CT Catwalk,Junior,1,2,-1,100,196,-96,0,0,0,0,0,0,1,2,-1,100,196,-96,309
383,Snipers Palace Peek,Junior,5,3,2,568,429,139,5,3,2,568,429,139,0,0,0,0,0,0,309
384,Right Side Connector,Junior,3,3,0,525,462,63,3,3,0,455,349,106,0,0,0,70,113,-43,309
385,CT Spawn,Junior,3,2,1,352,270,82,2,1,1,163,100,63,1,1,0,189,170,19,309
386,Top Mid,Junior,6,2,4,566,215,351,4,2,2,369,200,169,2,0,2,197,15,182,309
387,Mid Close Connector,Junior,5,3,2,474,478,-4,2,3,-1,277,432,-155,3,0,3,197,46,151,309
388,Left Side Platform,Junior,2,5,-3,119,384,-265,1,1,0,100,54,46,1,4,-3,19,330,-311,309
389,CT Outside Market,Junior,1,3,-2,100,264,-164,1,3,-2,100,264,-164,0,0,0,0,0,0,309
390,Sandwhich,Junior,0,2,-2,105,183,-78,0,0,0,0,0,0,0,2,-2,105,183,-78,309
391,Bench,Junior,4,2,2,369,277,92,0,1,-1,0,142,-142,4,1,3,369,135,234,309
392,T Palace Stairs Peek,Junior,0,0,0,1,39,-38,0,0,0,0,0,0,0,0,0,1,39,-38,309
393,Tetris,Junior,2,2,0,123,227,-104,0,1,-1,68,100,-32,2,1,1,55,127,-72,309
394,Back B Site Peeking Apps/Plat,Junior,3,2,1,261,122,139,0,0,0,0,0,0,3,2,1,261,122,139,309
395,Underneath B apps plat,Junior,3,3,0,274,239,35,2,1,1,156,100,56,1,2,-1,118,139,-21,309
396,Back Left B Site From T's' Perspective,Junior,1,2,-1,100,263,-163,1,2,-1,100,263,-163,0,0,0,0,0,0,309
397,Leftside Connector,Junior,2,3,-1,253,262,-9,2,0,2,200,0,200,0,3,-3,53,262,-209,309
398,market,Junior,4,2,2,365,349,16,4,2,2,365,349,16,0,0,0,0,0,0,309
399,Top Mid Boxes Left Side Peek,Junior,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,309
400,T Deep Apps Underpass/Apps Peek,Junior,1,1,0,163,181,-18,0,0,0,0,0,0,1,1,0,163,181,-18,309
401,Jungle Plant,Junior,1,2,-1,263,243,20,1,1,0,188,100,88,0,1,-1,75,143,-68,309
402,Catwalk Plant B Site,Junior,0,3,-3,11,226,-215,0,2,-2,0,162,-162,0,1,-1,11,64,-53,309
403,CT Deep Catwalk Mid peek,Junior,2,1,1,282,107,175,1,0,1,121,22,99,1,1,0,161,85,76,309
404,Market Window Peek,Junior,6,1,5,600,254,346,5,1,4,500,157,343,1,0,1,100,97,3,309
405,Register Market,Junior,0,2,-2,120,105,15,0,2,-2,120,105,15,0,0,0,0,0,0,309
406,Catwalk T Aparments Peek,Junior,1,1,0,238,146,92,0,0,0,26,10,16,1,1,0,212,136,76,309
407,Deep T Apps,Junior,0,0,0,88,95,-7,0,0,0,0,0,0,0,0,0,88,95,-7,309
408,Under balcony,Junior,0,0,0,0,8,-8,0,0,0,0,0,0,0,0,0,0,8,-8,309
409,Stairs Palace Peek,Junior,2,2,0,310,146,164,1,2,-1,216,146,70,1,0,1,94,0,94,309
410,Deep T Apps Underpass STairs,Junior,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,309
411,Forest,Junior,1,1,0,57,65,-8,0,0,0,0,0,0,1,1,0,57,65,-8,309
412,Connector behind box,Junior,0,1,-1,41,92,-51,0,0,0,0,22,-22,0,1,-1,41,70,-29,309
413,Close Right Market Window,Junior,0,2,-2,22,150,-128,0,1,-1,0,78,-78,0,1,-1,22,72,-50,309
414,Ladder Room Catwalk Side,Junior,0,1,-1,20,100,-80,0,1,-1,20,100,-80,0,0,0,0,0,0,309
415,Right Side Platform,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
416,Apartments Right CT Corner,Junior,0,0,0,0,48,-48,0,0,0,0,0,0,0,0,0,0,48,-48,309
417,Firebox,Junior,1,1,0,100,100,0,0,1,-1,0,100,-100,1,0,1,100,0,100,309
418,Top Mid Catwalk,Junior,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,309
419,Top STairs,Junior,2,1,1,339,100,239,1,0,1,100,0,100,1,1,0,239,100,139,309
420,Arch,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
421,Top Van,Junior,1,2,-1,100,125,-25,0,2,-2,0,125,-125,1,0,1,100,0,100,309
422,Inside Market Doors,Junior,0,1,-1,48,100,-52,0,1,-1,48,100,-52,0,0,0,0,0,0,309
423,B site Market Plant,Junior,0,0,0,0,16,-16,0,0,0,0,0,0,0,0,0,0,16,-16,309
424,Left Side corner deep jungle,Junior,1,1,0,109,132,-23,0,0,0,18,34,-16,1,1,0,91,98,-7,309
425,Top Mid Right Side,Junior,0,1,-1,0,96,-96,0,0,0,0,21,-21,0,1,-1,0,75,-75,309
426,Deep T Spawn T Ramp,Junior,0,1,-1,51,100,-49,0,0,0,0,0,0,0,1,-1,51,100,-49,309
427,T Spawn A Ramp,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
428,Balcony Boaxes,Junior,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,309
429,Top Mid towards Apps,Junior,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,15,0,15,309
430,Bench Closer To Jungle,Junior,1,0,1,159,15,144,1,0,1,159,15,144,0,0,0,0,0,0,309
431,Close Left CT A Ramp,Junior,2,0,2,202,0,202,0,0,0,0,0,0,2,0,2,202,0,202,309
432,T Spawn,Junior,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,309
433,T Apps TV,Junior,0,1,-1,42,100,-58,0,1,-1,42,100,-58,0,0,0,0,0,0,309
434,Van Barrel Peek,Junior,0,1,-1,0,45,-45,0,0,0,0,0,0,0,1,-1,0,45,-45,309
435,T Deep apps,Junior,0,1,-1,0,28,-28,0,0,0,0,0,0,0,1,-1,0,28,-28,309
436,Under balcony on top of the little box,Junior,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,309
437,T apps entrance close left,Junior,0,0,0,0,35,-35,0,0,0,0,35,-35,0,0,0,0,0,0,309
438,T Spawn towards Apps,Junior,1,1,0,33,102,-69,0,0,0,0,0,0,1,1,0,33,102,-69,309
439,Murder Hole,Junior,1,1,0,82,185,-103,1,1,0,82,185,-103,0,0,0,0,0,0,309
440,Middle Bench,Junior,0,1,-1,0,105,-105,0,0,0,0,0,0,0,1,-1,0,105,-105,309
441,Back Right B Site from T's Perspective,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
