,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
0,Bottom Stairs,Hunter,19,16,3,0,0,0,6,5,1,0,0,0,13,11,2,0,0,0,417
1,Deep Catwalk,Hunter,14,11,3,0,0,0,10,9,1,0,0,0,4,2,2,0,0,0,417
2,Ticketbooth ,Hunter,21,14,7,0,0,0,10,7,3,0,0,0,11,7,4,0,0,0,417
3,Snipers Nest,Hunter,8,14,-6,0,0,0,2,5,-3,0,0,0,6,9,-3,0,0,0,417
4,CT Side Apps,Hunter,9,10,-1,0,0,0,1,0,1,0,0,0,8,10,-2,0,0,0,417
5,Underpass,Hunter,13,11,2,0,0,0,2,0,2,0,0,0,11,11,0,0,0,0,417
6,Snipers Palace Peek,Hunter,9,9,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,417
7,Default A,Hunter,8,7,1,0,0,0,3,1,2,0,0,0,5,6,-1,0,0,0,417
8,Deep Jungle,Hunter,17,6,11,0,0,0,7,2,5,0,0,0,10,4,6,0,0,0,417
9,Arch,Hunter,15,18,-3,0,0,0,14,14,0,0,0,0,1,4,-3,0,0,0,417
10,A Site Exposed to Stairs Connector Cat,Hunter,3,6,-3,0,0,0,0,1,-1,0,0,0,3,5,-2,0,0,0,417
11,Mid Close Connector,Hunter,3,7,-4,0,0,0,0,3,-3,0,0,0,3,4,-1,0,0,0,417
12,Deep T Apps,Hunter,9,9,0,0,0,0,4,3,1,0,0,0,5,6,-1,0,0,0,417
13,CT Catwalk,Hunter,12,8,4,0,0,0,7,6,1,0,0,0,5,2,3,0,0,0,417
14,CT Outside Market,Hunter,11,7,4,0,0,0,7,5,2,0,0,0,4,2,2,0,0,0,417
15,CT Deep Catwalk Mid peek,Hunter,8,8,0,0,0,0,7,8,-1,0,0,0,1,0,1,0,0,0,417
16,Catwalk T Aparments Peek,Hunter,5,7,-2,0,0,0,3,6,-3,0,0,0,2,1,1,0,0,0,417
17,Tetris,Hunter,5,10,-5,0,0,0,0,0,0,0,0,0,5,10,-5,0,0,0,417
18,Catwalk Connector Peek,Hunter,8,7,1,0,0,0,4,5,-1,0,0,0,4,2,2,0,0,0,417
19,Deep Palace,Hunter,6,4,2,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,417
20,Bottom Connector,Hunter,5,10,-5,0,0,0,0,3,-3,0,0,0,5,7,-2,0,0,0,417
21,Deep CT,Hunter,8,10,-2,0,0,0,6,6,0,0,0,0,2,4,-2,0,0,0,417
22,Left Side Platform,Hunter,6,4,2,0,0,0,2,2,0,0,0,0,4,2,2,0,0,0,417
23,Triple Box,Hunter,2,4,-2,0,0,0,1,1,0,0,0,0,1,3,-2,0,0,0,417
24,A Site,Hunter,4,4,0,0,0,0,2,1,1,0,0,0,2,3,-1,0,0,0,417
25,Top Connector,Hunter,6,5,1,0,0,0,0,2,-2,0,0,0,6,3,3,0,0,0,417
26,Underneath B apps plat,Hunter,7,5,2,0,0,0,4,4,0,0,0,0,3,1,2,0,0,0,417
27,Top Balcony,Hunter,1,3,-2,0,0,0,1,0,1,0,0,0,0,3,-3,0,0,0,417
28,Back B Site Peeking Apps/Plat,Hunter,6,3,3,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,417
29,market,Hunter,3,4,-1,0,0,0,2,2,0,0,0,0,1,2,-1,0,0,0,417
30,B Bombsite Cross to Catwalk,Hunter,6,5,1,0,0,0,3,2,1,0,0,0,3,3,0,0,0,0,417
31,Top Mid,Hunter,6,8,-2,0,0,0,3,0,3,0,0,0,3,8,-5,0,0,0,417
32,Back Right B Site from T's Perspective,Hunter,3,5,-2,0,0,0,2,5,-3,0,0,0,1,0,1,0,0,0,417
33,B Site Default Plant,Hunter,7,6,1,0,0,0,5,2,3,0,0,0,2,4,-2,0,0,0,417
34,Close Market door,Hunter,9,4,5,0,0,0,5,4,1,0,0,0,4,0,4,0,0,0,417
35,Right Side Snipers Nest,Hunter,1,3,-2,0,0,0,0,2,-2,0,0,0,1,1,0,0,0,0,417
36,Top STairs,Hunter,1,5,-4,0,0,0,0,3,-3,0,0,0,1,2,-1,0,0,0,417
37,Bench,Hunter,2,3,-1,0,0,0,2,2,0,0,0,0,0,1,-1,0,0,0,417
38,T Deep Apps Underpass/Apps Peek,Hunter,3,5,-2,0,0,0,1,0,1,0,0,0,2,5,-3,0,0,0,417
39,Ladder Room Catwalk Side,Hunter,15,4,11,0,0,0,11,3,8,0,0,0,4,1,3,0,0,0,417
40,Back Left B Site From T's' Perspective,Hunter,4,3,1,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,417
41,Firebox,Hunter,2,4,-2,0,0,0,1,2,-1,0,0,0,1,2,-1,0,0,0,417
42,Connector behind box,Hunter,7,4,3,0,0,0,2,0,2,0,0,0,5,4,1,0,0,0,417
43,Bottom Mid Ladder Room Peek,Hunter,4,6,-2,0,0,0,0,0,0,0,0,0,4,6,-2,0,0,0,417
44,Murder Hole,Hunter,3,4,-1,0,0,0,1,2,-1,0,0,0,2,2,0,0,0,0,417
45,T Palace Stairs Peek,Hunter,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,417
46,Left Side corner deep jungle,Hunter,5,5,0,0,0,0,5,3,2,0,0,0,0,2,-2,0,0,0,417
47,Inside Market Doors,Hunter,0,2,-2,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,417
48,Top Mid towards Apps,Hunter,0,2,-2,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,417
49,Van Barrel Peek,Hunter,5,5,0,0,0,0,0,1,-1,0,0,0,5,4,1,0,0,0,417
50,Sandwhich,Hunter,2,6,-4,0,0,0,0,0,0,0,0,0,2,6,-4,0,0,0,417
51,Top Mid Catwalk,Hunter,3,4,-1,0,0,0,0,0,0,0,0,0,3,4,-1,0,0,0,417
52,CT Left Side,Hunter,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,417
53,A Ramp,Hunter,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,417
54,Market Window Peek,Hunter,2,3,-1,0,0,0,0,3,-3,0,0,0,2,0,2,0,0,0,417
55,Deep T Apps Underpass STairs,Hunter,6,3,3,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,417
56,Leftside Connector,Hunter,7,2,5,0,0,0,4,1,3,0,0,0,3,1,2,0,0,0,417
57,Top Mid Left Side,Hunter,4,3,1,0,0,0,3,1,2,0,0,0,1,2,-1,0,0,0,417
58,Close Left CT A Ramp,Hunter,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,417
59,Catwalk Plant B Site,Hunter,6,0,6,0,0,0,4,0,4,0,0,0,2,0,2,0,0,0,417
60,T Deep apps,Hunter,0,3,-3,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,417
61,Jungle Plant,Hunter,1,1,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,417
62,Under balcony,Hunter,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,417
63,Stairs Palace Peek,Hunter,4,3,1,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,417
64,Top Van,Hunter,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,417
65,CT Spawn,Hunter,2,1,1,0,0,0,0,1,-1,0,0,0,2,0,2,0,0,0,417
66,Semi Elevated CT Van,Hunter,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,417
67,Deep T Spawn T Ramp,Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
68,Right Side Connector,Hunter,5,0,5,0,0,0,1,0,1,0,0,0,4,0,4,0,0,0,417
69,Register Market,Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
70,Safe Plant B Site,Hunter,0,2,-2,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,417
71,Chair,Hunter,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,417
72,Right Side Platform,Hunter,3,1,2,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,417
73,Bottom Mid Boosting Snipers,Hunter,1,2,-1,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,417
74,Bench Closer To Jungle,Hunter,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,417
75,T Spawn A Ramp,Hunter,4,0,4,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,417
76,T Spawn,Hunter,3,0,3,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,417
77,Bench Closer to Tribox,Hunter,2,1,1,0,0,0,2,0,2,0,0,0,0,1,-1,0,0,0,417
78,BankExterior,Hunter,0,1,-1,1872,1498,374,0,1,-1,1010,937,73,0,0,0,862,561,301,417
79,Top Mid Boxes Right Side Peek,Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
80,Close A Ramp,Hunter,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,417
81,Tucked in corner Market,Hunter,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,417
82,Balcony Boaxes,Hunter,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,417
83,Close Right Market Window,Hunter,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,417
84,Top Mid Boxes Left Side Peek,Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
85,Close Market Window,Hunter,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,417
86,T apps entrance close left,Hunter,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,417
87,B site Market Plant,Hunter,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,417
88,Foyer,Hunter,0,1,-1,542,400,142,0,1,-1,452,400,52,0,0,0,90,0,90,417
89,Elevated Snipers Awp Peek,Hunter,1,1,0,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,417
90,Flowerpot CT,Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
91,Middle Bench,Hunter,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,417
92,Default A,Nexa,14,19,-5,0,0,0,6,7,-1,0,0,0,8,12,-4,0,0,0,417
93,Ticketbooth ,Nexa,27,19,8,0,0,0,26,18,8,0,0,0,1,1,0,0,0,0,417
94,A Site,Nexa,12,16,-4,0,0,0,7,5,2,0,0,0,5,11,-6,0,0,0,417
95,Top Balcony,Nexa,19,12,7,0,0,0,6,5,1,0,0,0,13,7,6,0,0,0,417
96,A Ramp,Nexa,10,12,-2,0,0,0,7,4,3,0,0,0,3,8,-5,0,0,0,417
97,Deep Jungle,Nexa,6,7,-1,0,0,0,3,4,-1,0,0,0,3,3,0,0,0,0,417
98,Tetris,Nexa,12,12,0,0,0,0,7,3,4,0,0,0,5,9,-4,0,0,0,417
99,Triple Box,Nexa,6,7,-1,0,0,0,2,4,-2,0,0,0,4,3,1,0,0,0,417
100,Close A Ramp,Nexa,16,16,0,0,0,0,9,11,-2,0,0,0,7,5,2,0,0,0,417
101,CT Side Apps,Nexa,10,11,-1,0,0,0,1,0,1,0,0,0,9,11,-2,0,0,0,417
102,Bench,Nexa,4,8,-4,0,0,0,1,2,-1,0,0,0,3,6,-3,0,0,0,417
103,Left Side Platform,Nexa,4,8,-4,0,0,0,0,0,0,0,0,0,4,8,-4,0,0,0,417
104,Top Mid,Nexa,6,12,-6,0,0,0,2,3,-1,0,0,0,4,9,-5,0,0,0,417
105,Back B Site Peeking Apps/Plat,Nexa,7,6,1,0,0,0,0,1,-1,0,0,0,7,5,2,0,0,0,417
106,Bottom Stairs,Nexa,12,8,4,0,0,0,6,5,1,0,0,0,6,3,3,0,0,0,417
107,T Palace Stairs Peek,Nexa,4,5,-1,0,0,0,2,1,1,0,0,0,2,4,-2,0,0,0,417
108,T Spawn A Ramp,Nexa,6,7,-1,0,0,0,6,3,3,0,0,0,0,4,-4,0,0,0,417
109,A Site Exposed to Stairs Connector Cat,Nexa,2,9,-7,0,0,0,1,2,-1,0,0,0,1,7,-6,0,0,0,417
110,Deep Catwalk,Nexa,3,6,-3,0,0,0,0,1,-1,0,0,0,3,5,-2,0,0,0,417
111,T Spawn,Nexa,2,4,-2,0,0,0,1,3,-2,0,0,0,1,1,0,0,0,0,417
112,Underneath B apps plat,Nexa,2,5,-3,0,0,0,0,0,0,0,0,0,2,5,-3,0,0,0,417
113,Ladder Room Catwalk Side,Nexa,7,4,3,0,0,0,3,2,1,0,0,0,4,2,2,0,0,0,417
114,Mid Close Connector,Nexa,6,6,0,0,0,0,5,2,3,0,0,0,1,4,-3,0,0,0,417
115,Snipers Nest,Nexa,3,4,-1,0,0,0,3,3,0,0,0,0,0,1,-1,0,0,0,417
116,CT Catwalk,Nexa,12,6,6,0,0,0,7,2,5,0,0,0,5,4,1,0,0,0,417
117,Deep CT,Nexa,2,3,-1,0,0,0,2,2,0,0,0,0,0,1,-1,0,0,0,417
118,Under balcony,Nexa,4,7,-3,0,0,0,4,4,0,0,0,0,0,3,-3,0,0,0,417
119,CT Deep Catwalk Mid peek,Nexa,3,6,-3,0,0,0,3,3,0,0,0,0,0,3,-3,0,0,0,417
120,Catwalk T Aparments Peek,Nexa,4,3,1,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,417
121,Jungle Plant,Nexa,3,5,-2,0,0,0,0,1,-1,0,0,0,3,4,-1,0,0,0,417
122,Arch,Nexa,6,3,3,0,0,0,4,0,4,0,0,0,2,3,-1,0,0,0,417
123,Deep Palace,Nexa,3,6,-3,0,0,0,1,3,-2,0,0,0,2,3,-1,0,0,0,417
124,Firebox,Nexa,6,3,3,0,0,0,5,0,5,0,0,0,1,3,-2,0,0,0,417
125,Close Market door,Nexa,8,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,417
126,Top Mid Left Side,Nexa,3,6,-3,0,0,0,0,0,0,0,0,0,3,6,-3,0,0,0,417
127,Sandwhich,Nexa,3,4,-1,0,0,0,0,0,0,0,0,0,3,4,-1,0,0,0,417
128,market,Nexa,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,417
129,Catwalk Connector Peek,Nexa,2,4,-2,0,0,0,0,0,0,0,0,0,2,4,-2,0,0,0,417
130,Catwalk Plant B Site,Nexa,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,417
131,Market Window Peek,Nexa,2,4,-2,0,0,0,2,4,-2,0,0,0,0,0,0,0,0,0,417
132,Back Right B Site from T's Perspective,Nexa,0,3,-3,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,417
133,Stairs Palace Peek,Nexa,1,3,-2,0,0,0,0,1,-1,0,0,0,1,2,-1,0,0,0,417
134,Bottom Connector,Nexa,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,417
135,Deep T Apps Underpass STairs,Nexa,1,3,-2,0,0,0,0,1,-1,0,0,0,1,2,-1,0,0,0,417
136,Top Connector,Nexa,1,4,-3,0,0,0,0,1,-1,0,0,0,1,3,-2,0,0,0,417
137,B site Market Plant,Nexa,3,1,2,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,417
138,T Deep Apps Underpass/Apps Peek,Nexa,1,2,-1,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,417
139,Close Right Market Window,Nexa,1,2,-1,0,0,0,1,0,1,0,0,0,0,2,-2,0,0,0,417
140,Deep T Apps,Nexa,8,2,6,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,417
141,Top Mid Catwalk,Nexa,1,2,-1,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,417
142,B Site Default Plant,Nexa,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,417
143,Left Side corner deep jungle,Nexa,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,417
144,Ninja,Nexa,5,3,2,0,0,0,4,3,1,0,0,0,1,0,1,0,0,0,417
145,T Spawn towards Apps,Nexa,2,3,-1,0,0,0,0,2,-2,0,0,0,2,1,1,0,0,0,417
146,B Bombsite Cross to Catwalk,Nexa,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,417
147,Leftside Connector,Nexa,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,417
148,Deep T Spawn T Ramp,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
149,Forest,Nexa,2,3,-1,0,0,0,0,1,-1,0,0,0,2,2,0,0,0,0,417
150,Snipers Palace Peek,Nexa,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,417
151,Bottom Mid Ladder Room Peek,Nexa,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,417
152,Connector behind box,Nexa,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,417
153,Back Left B Site From T's' Perspective,Nexa,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,417
154,Top STairs,Nexa,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,417
155,Inside Market Doors,Nexa,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,417
156,Underpass,Nexa,0,2,-2,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,417
157,T Deep apps,Nexa,3,2,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,417
158,Bench Closer To Jungle,Nexa,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,417
159,Chair,Nexa,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,417
160,Under window B apps,Nexa,1,2,-1,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,417
161,Murder Hole,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
162,Right Side Platform,Nexa,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,417
163,Apartments Right CT Corner,Nexa,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,417
164,Van Barrel Peek,Nexa,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,417
165,Middle Bench,Nexa,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,417
166,CT Left Side,Nexa,3,0,3,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,417
167,Close Left CT A Ramp,Nexa,9,1,8,0,0,0,2,1,1,0,0,0,7,0,7,0,0,0,417
168,Register Market,Nexa,1,2,-1,0,0,0,1,2,-1,0,0,0,0,0,0,0,0,0,417
169,Bench Closer to Tribox,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
170,Right Side Connector,Nexa,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,417
171,Balcony Boaxes,Nexa,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,417
172,Close Market Window,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
173,Top Mid towards Apps,Nexa,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,417
174,Elevated Snipers Awp Peek,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
175,Top Mid Boxes Left Side Peek,Nexa,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,417
176,T Apps TV,Nexa,1,1,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,417
177,Semi Elevated CT Van,Nexa,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,417
178,Top Van,Nexa,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,417
179,Safe Plant B Site,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
180,Headshot Angle Close A Ramp,Nexa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
181,CT Spawn,Nexa,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,417
182,CT Outside Market,Nexa,1,1,0,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,417
183,Top Mid Right Side,Nexa,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,417
184,Ticketbooth ,Niko,16,13,3,0,0,0,11,10,1,0,0,0,5,3,2,0,0,0,417
185,Bottom Stairs,Niko,14,26,-12,0,0,0,12,18,-6,0,0,0,2,8,-6,0,0,0,417
186,T Palace Stairs Peek,Niko,10,17,-7,0,0,0,2,3,-1,0,0,0,8,14,-6,0,0,0,417
187,Top Balcony,Niko,22,13,9,0,0,0,0,1,-1,0,0,0,22,12,10,0,0,0,417
188,Default A,Niko,16,12,4,0,0,0,13,8,5,0,0,0,3,4,-1,0,0,0,417
189,A Ramp,Niko,16,13,3,0,0,0,4,1,3,0,0,0,12,12,0,0,0,0,417
190,Mid Close Connector,Niko,1,9,-8,0,0,0,0,4,-4,0,0,0,1,5,-4,0,0,0,417
191,Deep Jungle,Niko,11,13,-2,0,0,0,11,12,-1,0,0,0,0,1,-1,0,0,0,417
192,Deep Catwalk,Niko,11,9,2,0,0,0,1,1,0,0,0,0,10,8,2,0,0,0,417
193,Snipers Nest,Niko,20,10,10,0,0,0,19,8,11,0,0,0,1,2,-1,0,0,0,417
194,CT Side Apps,Niko,12,12,0,0,0,0,3,2,1,0,0,0,9,10,-1,0,0,0,417
195,Right Side Connector,Niko,5,8,-3,0,0,0,3,6,-3,0,0,0,2,2,0,0,0,0,417
196,Deep Palace,Niko,11,10,1,0,0,0,4,1,3,0,0,0,7,9,-2,0,0,0,417
197,Top Mid Left Side,Niko,6,11,-5,0,0,0,1,1,0,0,0,0,5,10,-5,0,0,0,417
198,A Site,Niko,3,8,-5,0,0,0,1,3,-2,0,0,0,2,5,-3,0,0,0,417
199,A Site Exposed to Stairs Connector Cat,Niko,5,6,-1,0,0,0,3,1,2,0,0,0,2,5,-3,0,0,0,417
200,Close A Ramp,Niko,5,7,-2,0,0,0,2,2,0,0,0,0,3,5,-2,0,0,0,417
201,Deep CT,Niko,5,6,-1,0,0,0,4,6,-2,0,0,0,1,0,1,0,0,0,417
202,CT Catwalk,Niko,11,4,7,126,62,64,3,1,2,126,62,64,8,3,5,0,0,0,417
203,Triple Box,Niko,6,6,0,0,0,0,3,4,-1,0,0,0,3,2,1,0,0,0,417
204,Catwalk T Aparments Peek,Niko,10,7,3,0,0,0,3,4,-1,0,0,0,7,3,4,0,0,0,417
205,Catwalk Connector Peek,Niko,8,7,1,0,0,0,1,2,-1,0,0,0,7,5,2,0,0,0,417
206,Top Mid Catwalk,Niko,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,417
207,Left Side corner deep jungle,Niko,8,7,1,0,0,0,6,7,-1,0,0,0,2,0,2,0,0,0,417
208,Market Window Peek,Niko,7,2,5,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,417
209,Top Mid,Niko,13,5,8,0,0,0,7,4,3,0,0,0,6,1,5,0,0,0,417
210,CT Deep Catwalk Mid peek,Niko,4,3,1,0,0,0,1,2,-1,0,0,0,3,1,2,0,0,0,417
211,Close Market door,Niko,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,417
212,Underpass,Niko,4,4,0,0,0,0,0,2,-2,0,0,0,4,2,2,0,0,0,417
213,Leftside Connector,Niko,7,6,1,0,0,0,3,4,-1,0,0,0,4,2,2,0,0,0,417
214,CT Left Side,Niko,1,4,-3,0,0,0,0,3,-3,0,0,0,1,1,0,0,0,0,417
215,Top Connector,Niko,3,4,-1,0,0,0,2,1,1,0,0,0,1,3,-2,0,0,0,417
216,Left Side Platform,Niko,3,3,0,0,0,0,1,0,1,0,0,0,2,3,-1,0,0,0,417
217,Bottom Connector,Niko,13,5,8,0,0,0,5,1,4,0,0,0,8,4,4,0,0,0,417
218,B Bombsite Cross to Catwalk,Niko,3,4,-1,0,0,0,2,0,2,0,0,0,1,4,-3,0,0,0,417
219,Arch,Niko,6,3,3,0,0,0,0,1,-1,0,0,0,6,2,4,0,0,0,417
220,Deep T Apps,Niko,0,6,-6,0,0,0,0,1,-1,0,0,0,0,5,-5,0,0,0,417
