,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
0,CT Side Apps,Stavn,13,11,2,1441,1390,51,4,7,-3,476,669,-193,9,4,5,965,721,244,358
1,Ticketbooth ,Stavn,17,5,12,1726,628,1098,16,5,11,1659,628,1031,1,0,1,67,0,67,358
2,Top Balcony,Stavn,3,10,-7,317,951,-634,1,4,-3,106,327,-221,2,6,-4,211,624,-413,358
3,A Site,Stavn,4,8,-4,612,697,-85,0,0,0,18,20,-2,4,8,-4,594,677,-83,358
4,A Site Exposed to Stairs Connector Cat,Stavn,6,6,0,721,441,280,6,3,3,705,306,399,0,3,-3,16,135,-119,358
5,Bottom Stairs,Stavn,9,8,1,926,827,99,6,4,2,724,427,297,3,4,-1,202,400,-198,358
6,A Ramp,Stavn,10,6,4,1271,672,599,2,0,2,238,22,216,8,6,2,1033,650,383,358
7,Deep T Apps,Stavn,6,5,1,799,657,142,2,1,1,192,57,135,4,4,0,607,600,7,358
8,Triple Box,Stavn,3,5,-2,229,460,-231,2,3,-1,193,226,-33,1,2,-1,36,234,-198,358
9,Deep Catwalk,Stavn,5,6,-1,641,486,155,3,3,0,440,316,124,2,3,-1,201,170,31,358
10,Deep Jungle,Stavn,14,9,5,1856,816,1040,10,5,5,1413,520,893,4,4,0,443,296,147,358
11,Top Connector,Stavn,0,6,-6,174,600,-426,0,4,-4,130,400,-270,0,2,-2,44,200,-156,358
12,CT Catwalk,Stavn,10,4,6,1053,580,473,5,4,1,577,532,45,5,0,5,476,48,428,358
13,Deep Palace,Stavn,1,3,-2,151,273,-122,1,3,-2,122,219,-97,0,0,0,29,54,-25,358
14,Underneath B apps plat,Stavn,4,4,0,370,345,25,1,1,0,124,100,24,3,3,0,246,245,1,358
15,Back Left B Site From T's' Perspective,Stavn,4,4,0,427,503,-76,4,4,0,427,503,-76,0,0,0,0,0,0,358
16,Default A,Stavn,8,6,2,961,776,185,5,5,0,605,586,19,3,1,2,356,190,166,358
17,Mid Close Connector,Stavn,3,5,-2,229,533,-304,2,2,0,129,190,-61,1,3,-2,100,343,-243,358
18,Bench,Stavn,4,5,-1,481,447,34,3,3,0,316,300,16,1,2,-1,165,147,18,358
19,Snipers Palace Peek,Stavn,4,3,1,428,587,-159,3,2,1,301,386,-85,1,1,0,127,201,-74,358
20,Left Side Platform,Stavn,5,6,-1,491,756,-265,2,2,0,155,154,1,3,4,-1,336,602,-266,358
21,Snipers Nest,Stavn,8,4,4,681,416,265,6,3,3,481,356,125,2,1,1,200,60,140,358
22,CT Deep Catwalk Mid peek,Stavn,10,5,5,984,569,415,6,2,4,661,220,441,4,3,1,323,349,-26,358
23,Close A Ramp,Stavn,3,5,-2,449,553,-104,1,1,0,105,100,5,2,4,-2,344,453,-109,358
24,Close Left CT A Ramp,Stavn,1,1,0,123,178,-55,1,0,1,41,0,41,0,1,-1,82,178,-96,358
25,Top Mid,Stavn,1,4,-3,248,440,-192,1,2,-1,155,200,-45,0,2,-2,93,240,-147,358
26,Deep T Apps Underpass STairs,Stavn,2,2,0,264,248,16,2,1,1,258,127,131,0,1,-1,6,121,-115,358
27,Catwalk Connector Peek,Stavn,3,2,1,242,185,57,2,0,2,173,0,173,1,2,-1,69,185,-116,358
28,Top Mid Left Side,Stavn,1,2,-1,133,134,-1,0,0,0,0,0,0,1,2,-1,133,134,-1,358
29,Underpass,Stavn,2,3,-1,345,399,-54,1,1,0,110,197,-87,1,2,-1,235,202,33,358
30,Arch,Stavn,0,3,-3,50,198,-148,0,2,-2,28,162,-134,0,1,-1,22,36,-14,358
31,Tetris,Stavn,4,3,1,532,440,92,1,0,1,42,59,-17,3,3,0,490,381,109,358
32,T Palace Stairs Peek,Stavn,9,2,7,900,221,679,5,0,5,500,0,500,4,2,2,400,221,179,358
33,market,Stavn,4,3,1,408,314,94,3,1,2,287,150,137,1,2,-1,121,164,-43,358
34,B site Market Plant,Stavn,0,1,-1,137,46,91,0,1,-1,137,46,91,0,0,0,0,0,0,358
35,T Deep Apps Underpass/Apps Peek,Stavn,2,2,0,258,211,47,0,0,0,0,0,0,2,2,0,258,211,47,358
36,B Bombsite Cross to Catwalk,Stavn,2,3,-1,288,276,12,0,0,0,0,0,0,2,3,-1,288,276,12,358
37,Close Right Market Window,Stavn,2,3,-1,219,217,2,0,1,-1,0,90,-90,2,2,0,219,127,92,358
38,Bottom Connector,Stavn,3,2,1,345,270,75,3,1,2,254,131,123,0,1,-1,91,139,-48,358
39,Right Side Connector,Stavn,2,3,-1,200,388,-188,2,3,-1,200,388,-188,0,0,0,0,0,0,358
40,CT Outside Market,Stavn,3,1,2,300,100,200,2,1,1,200,100,100,1,0,1,100,0,100,358
41,Catwalk T Aparments Peek,Stavn,1,3,-2,100,322,-222,1,1,0,100,200,-100,0,2,-2,0,122,-122,358
42,Sandwhich,Stavn,4,1,3,324,65,259,0,1,-1,0,21,-21,4,0,4,324,44,280,358
43,B Site Default Plant,Stavn,1,4,-3,155,382,-227,0,2,-2,43,254,-211,1,2,-1,112,128,-16,358
44,Firebox,Stavn,1,1,0,127,50,77,0,0,0,0,0,0,1,1,0,127,50,77,358
45,Inside Market Doors,Stavn,2,2,0,181,152,29,1,2,-1,81,152,-71,1,0,1,100,0,100,358
46,Under balcony,Stavn,1,1,0,92,78,14,1,0,1,92,6,86,0,1,-1,0,72,-72,358
47,Leftside Connector,Stavn,6,2,4,538,357,181,6,2,4,538,357,181,0,0,0,0,0,0,358
48,CT Left Side,Stavn,1,2,-1,118,294,-176,1,2,-1,118,294,-176,0,0,0,0,0,0,358
49,Stairs Palace Peek,Stavn,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
50,Right Side Platform,Stavn,1,1,0,118,100,18,0,0,0,0,0,0,1,1,0,118,100,18,358
51,Catwalk Plant B Site,Stavn,4,0,4,289,0,289,1,0,1,92,0,92,3,0,3,197,0,197,358
52,Close Market door,Stavn,1,0,1,18,0,18,1,0,1,18,0,18,0,0,0,0,0,0,358
53,Jungle Plant,Stavn,1,1,0,61,100,-39,1,1,0,61,100,-39,0,0,0,0,0,0,358
54,Top Van,Stavn,0,2,-2,0,200,-200,0,1,-1,0,100,-100,0,1,-1,0,100,-100,358
55,Top Mid Catwalk,Stavn,0,1,-1,118,100,18,0,0,0,0,0,0,0,1,-1,118,100,18,358
56,Underpass Peek from Snipers,Stavn,1,2,-1,103,120,-17,0,0,0,3,0,3,1,2,-1,100,120,-20,358
57,Right Side Snipers Nest,Stavn,1,1,0,146,100,46,0,1,-1,46,100,-54,1,0,1,100,0,100,358
58,Apartments Right CT Corner,Stavn,1,1,0,119,102,17,1,0,1,100,0,100,0,1,-1,19,102,-83,358
59,Back B Site Peeking Apps/Plat,Stavn,2,1,1,313,100,213,1,0,1,125,0,125,1,1,0,188,100,88,358
60,Deep CT,Stavn,6,1,5,579,119,460,5,1,4,479,107,372,1,0,1,100,12,88,358
61,CT Spawn,Stavn,0,2,-2,26,200,-174,0,1,-1,0,100,-100,0,1,-1,26,100,-74,358
62,Market Window Peek,Stavn,4,2,2,333,280,53,3,2,1,233,280,-47,1,0,1,100,0,100,358
63,Back Right B Site from T's Perspective,Stavn,2,2,0,108,200,-92,2,2,0,108,200,-92,0,0,0,0,0,0,358
64,Ladder Room Catwalk Side,Stavn,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,358
65,Middle Bench,Stavn,1,0,1,165,0,165,1,0,1,100,0,100,0,0,0,65,0,65,358
66,Safe Plant B Site,Stavn,0,0,0,40,0,40,0,0,0,40,0,40,0,0,0,0,0,0,358
67,T Deep apps,Stavn,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
68,Bench Closer To Jungle,Stavn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
69,Semi Elevated CT Van,Stavn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
70,Bench Closer to Tribox,Stavn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
71,Ninja,Stavn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
72,BackCourtyard,Stavn,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
73,T Spawn,Stavn,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,358
74,EastForest,Stavn,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,358
75,T Spawn towards Apps,Stavn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
76,Left Side corner deep jungle,Stavn,7,0,7,616,79,537,6,0,6,516,79,437,1,0,1,100,0,100,358
77,Under window B apps,Stavn,0,1,-1,9,100,-91,0,1,-1,0,100,-100,0,0,0,9,0,9,358
78,Balcony Boaxes,Stavn,0,0,0,58,35,23,0,0,0,58,0,58,0,0,0,0,35,-35,358
79,Bottom Mid Ladder Room Peek,Stavn,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,358
80,Top Mid Right Side,Stavn,1,0,1,68,0,68,0,0,0,0,0,0,1,0,1,68,0,68,358
81,Top STairs,Stavn,4,0,4,337,57,280,1,0,1,37,0,37,3,0,3,300,57,243,358
82,Register Market,Stavn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
83,Flowerpot CT,Stavn,1,0,1,5,0,5,0,0,0,0,0,0,1,0,1,5,0,5,358
84,Top Mid Boxes Left Side Peek,Stavn,1,1,0,145,100,45,1,0,1,100,0,100,0,1,-1,45,100,-55,358
85,CT Side Apps,Teses,4,5,-1,462,770,-308,1,2,-1,100,214,-114,3,3,0,362,556,-194,358
86,Mid Close Connector,Teses,4,10,-6,653,1051,-398,1,1,0,190,199,-9,3,9,-6,463,852,-389,358
87,Ticketbooth ,Teses,16,8,8,1145,1025,120,11,7,4,894,1006,-112,5,1,4,251,19,232,358
88,Bottom Stairs,Teses,7,8,-1,600,630,-30,6,4,2,413,296,117,1,4,-3,187,334,-147,358
89,B Bombsite Cross to Catwalk,Teses,4,6,-2,477,743,-266,1,1,0,30,100,-70,3,5,-2,447,643,-196,358
90,Left Side Platform,Teses,5,8,-3,776,633,143,3,2,1,576,317,259,2,6,-4,200,316,-116,358
91,Default A,Teses,4,7,-3,419,706,-287,2,4,-2,331,425,-94,2,3,-1,88,281,-193,358
92,Deep Catwalk,Teses,12,6,6,1183,790,393,7,4,3,672,427,245,5,2,3,511,363,148,358
93,A Site Exposed to Stairs Connector Cat,Teses,7,7,0,781,654,127,4,4,0,366,335,31,3,3,0,415,319,96,358
94,A Ramp,Teses,6,4,2,645,590,55,3,2,1,431,317,114,3,2,1,214,273,-59,358
95,CT Catwalk,Teses,10,7,3,1101,795,306,7,2,5,854,304,550,3,5,-2,247,491,-244,358
96,CT Deep Catwalk Mid peek,Teses,5,6,-1,498,698,-200,3,4,-1,272,472,-200,2,2,0,226,226,0,358
97,Top Balcony,Teses,5,5,0,347,544,-197,4,3,1,246,205,41,1,2,-1,101,339,-238,358
98,Bottom Connector,Teses,1,4,-3,192,302,-110,0,2,-2,0,102,-102,1,2,-1,192,200,-8,358
99,A Site,Teses,6,8,-2,339,838,-499,4,2,2,217,157,60,2,6,-4,122,681,-559,358
100,Jungle Plant,Teses,1,4,-3,114,193,-79,1,2,-1,114,127,-13,0,2,-2,0,66,-66,358
101,Bench,Teses,5,6,-1,618,578,40,5,5,0,618,511,107,0,1,-1,0,67,-67,358
102,Top Mid Left Side,Teses,5,6,-1,700,848,-148,0,1,-1,60,37,23,5,5,0,640,811,-171,358
103,Close A Ramp,Teses,4,7,-3,504,576,-72,3,1,2,386,133,253,1,6,-5,118,443,-325,358
104,Catwalk Connector Peek,Teses,4,5,-1,435,643,-208,1,1,0,100,171,-71,3,4,-1,335,472,-137,358
105,Triple Box,Teses,3,3,0,203,338,-135,2,1,1,102,174,-72,1,2,-1,101,164,-63,358
106,Top Mid,Teses,6,2,4,591,312,279,4,2,2,365,289,76,2,0,2,226,23,203,358
107,Deep Jungle,Teses,5,4,1,432,402,30,1,1,0,93,108,-15,4,3,1,339,294,45,358
108,Deep T Apps,Teses,6,4,2,641,481,160,2,3,-1,200,300,-100,4,1,3,441,181,260,358
109,Back B Site Peeking Apps/Plat,Teses,6,4,2,490,435,55,4,3,1,290,336,-46,2,1,1,200,99,101,358
110,Snipers Nest,Teses,1,2,-1,266,329,-63,1,1,0,182,229,-47,0,1,-1,84,100,-16,358
111,Deep CT,Teses,7,2,5,536,365,171,4,1,3,262,303,-41,3,1,2,274,62,212,358
112,Arch,Teses,7,3,4,553,254,299,6,2,4,461,175,286,1,1,0,92,79,13,358
113,CT Left Side,Teses,3,4,-1,178,314,-136,1,4,-3,30,292,-262,2,0,2,148,22,126,358
114,Back Left B Site From T's' Perspective,Teses,5,4,1,724,447,277,5,4,1,658,447,211,0,0,0,66,0,66,358
115,Ladder Room Catwalk Side,Teses,6,2,4,693,163,530,4,2,2,501,143,358,2,0,2,192,20,172,358
116,T Spawn A Ramp,Teses,1,2,-1,317,260,57,1,2,-1,191,197,-6,0,0,0,126,63,63,358
117,Catwalk T Aparments Peek,Teses,3,4,-1,452,264,188,0,2,-2,75,156,-81,3,2,1,377,108,269,358
118,T Palace Stairs Peek,Teses,1,1,0,161,128,33,0,0,0,0,27,-27,1,1,0,161,101,60,358
119,market,Teses,1,1,0,17,32,-15,0,1,-1,0,19,-19,1,0,1,17,13,4,358
120,T Deep Apps Underpass/Apps Peek,Teses,1,2,-1,165,297,-132,1,0,1,130,73,57,0,2,-2,35,224,-189,358
121,Right Side Connector,Teses,3,3,0,120,300,-180,3,1,2,120,100,20,0,2,-2,0,200,-200,358
122,Underneath B apps plat,Teses,3,4,-1,497,429,68,3,4,-1,497,407,90,0,0,0,0,22,-22,358
123,Close Left CT A Ramp,Teses,2,3,-1,175,351,-176,0,1,-1,0,100,-100,2,2,0,175,251,-76,358
124,Close Market door,Teses,2,3,-1,217,287,-70,1,2,-1,127,200,-73,1,1,0,90,87,3,358
125,Semi Elevated CT Van,Teses,5,4,1,482,345,137,5,3,2,482,245,237,0,1,-1,0,100,-100,358
126,Deep T Spawn T Ramp,Teses,1,3,-2,235,213,22,1,3,-2,235,213,22,0,0,0,0,0,0,358
127,Close Right Market Window,Teses,2,3,-1,229,197,32,0,1,-1,58,100,-42,2,2,0,171,97,74,358
128,Catwalk Plant B Site,Teses,0,2,-2,60,88,-28,0,0,0,0,0,0,0,2,-2,60,88,-28,358
129,Murder Hole,Teses,0,1,-1,31,100,-69,0,1,-1,31,100,-69,0,0,0,0,0,0,358
130,B site Market Plant,Teses,4,1,3,393,221,172,3,1,2,293,221,72,1,0,1,100,0,100,358
131,Firebox,Teses,1,0,1,22,19,3,0,0,0,0,0,0,1,0,1,22,19,3,358
132,Apartments Right CT Corner,Teses,1,1,0,73,100,-27,0,0,0,0,0,0,1,1,0,73,100,-27,358
133,Top Connector,Teses,3,0,3,359,66,293,0,0,0,5,0,5,3,0,3,354,66,288,358
134,Right Side Platform,Teses,3,1,2,232,112,120,3,1,2,232,112,120,0,0,0,0,0,0,358
135,Top Mid towards Apps,Teses,1,1,0,182,75,107,0,1,-1,37,74,-37,1,0,1,145,1,144,358
136,T Deep apps,Teses,1,2,-1,179,127,52,1,2,-1,100,127,-27,0,0,0,79,0,79,358
137,Ninja,Teses,1,3,-2,311,328,-17,1,3,-2,246,300,-54,0,0,0,65,28,37,358
138,Inside Market Doors,Teses,1,1,0,240,152,88,0,1,-1,140,152,-12,1,0,1,100,0,100,358
139,Snipers Palace Peek,Teses,1,1,0,24,23,1,1,0,1,24,20,4,0,1,-1,0,3,-3,358
140,T Spawn,Teses,1,0,1,126,0,126,1,0,1,126,0,126,0,0,0,0,0,0,358
141,Sandwhich,Teses,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,14,0,14,358
142,Left Side corner deep jungle,Teses,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
143,Forest,Teses,0,0,0,44,7,37,0,0,0,44,7,37,0,0,0,0,0,0,358
144,Van Barrel Peek,Teses,0,1,-1,0,79,-79,0,1,-1,0,79,-79,0,0,0,0,0,0,358
145,Under balcony,Teses,0,1,-1,44,234,-190,0,1,-1,44,222,-178,0,0,0,0,12,-12,358
146,B Site Default Plant,Teses,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,0,0,0,358
147,Leftside Connector,Teses,1,2,-1,203,210,-7,1,0,1,100,0,100,0,2,-2,103,210,-107,358
148,Connector behind box,Teses,2,1,1,246,187,59,0,1,-1,41,99,-58,2,0,2,205,88,117,358
149,CT Spawn,Teses,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
150,Back Right B Site from T's Perspective,Teses,1,1,0,164,87,77,1,0,1,164,0,164,0,1,-1,0,87,-87,358
151,Top Mid Boxes Left Side Peek,Teses,1,1,0,120,94,26,0,0,0,68,0,68,1,1,0,52,94,-42,358
152,Stairs Palace Peek,Teses,0,0,0,88,38,50,0,0,0,88,38,50,0,0,0,0,0,0,358
153,Tetris,Teses,3,1,2,268,162,106,2,1,1,175,67,108,1,0,1,93,95,-2,358
154,Deep Palace,Teses,1,1,0,134,105,29,0,1,-1,44,73,-29,1,0,1,90,32,58,358
155,CT Outside Market,Teses,2,1,1,109,100,9,2,1,1,109,100,9,0,0,0,0,0,0,358
156,Flowerpot CT,Teses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
157,T Apps TV,Teses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
158,Bench Closer to Tribox,Teses,1,1,0,96,55,41,1,0,1,18,0,18,0,1,-1,78,55,23,358
159,Middle Bench,Teses,1,1,0,30,40,-10,1,0,1,30,0,30,0,1,-1,0,40,-40,358
160,Safe Plant B Site,Teses,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,358
161,Stairs Smoke Platform,Teses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
162,Top Mid on top of Boxes,Teses,0,1,-1,25,87,-62,0,0,0,0,0,0,0,1,-1,25,87,-62,358
163,BackCourtyard,Teses,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,358
164,Top Van,Teses,0,0,0,29,21,8,0,0,0,29,21,8,0,0,0,0,0,0,358
165,Bottom Mid Boosting Snipers,Teses,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,39,0,39,358
166,Under window B apps,Teses,0,0,0,0,54,-54,0,0,0,0,0,0,0,0,0,0,54,-54,358
167,Bottom Mid Ladder Room Peek,Teses,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,358
168,Balcony Boaxes,Teses,0,1,-1,28,100,-72,0,1,-1,28,100,-72,0,0,0,0,0,0,358
169,Right Side Snipers Nest,Teses,1,0,1,74,7,67,1,0,1,74,7,67,0,0,0,0,0,0,358
170,Behind Big Boxes,Teses,2,0,2,113,45,68,0,0,0,0,0,0,2,0,2,113,45,68,358
171,Top Mid Boxes Right Side Peek,Teses,0,0,0,0,45,-45,0,0,0,0,0,0,0,0,0,0,45,-45,358
172,Top Mid Catwalk,Teses,2,0,2,196,18,178,0,0,0,0,0,0,2,0,2,196,18,178,358
173,Barn,Teses,0,1,-1,0,91,-91,0,1,-1,0,91,-91,0,0,0,0,0,0,358
174,Underpass,Teses,3,0,3,262,176,86,1,0,1,100,0,100,2,0,2,162,176,-14,358
175,T Spawn towards Apps,Teses,2,0,2,352,13,339,1,0,1,100,0,100,1,0,1,252,13,239,358
176,Deep T Apps Underpass STairs,Teses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
177,Top STairs,Teses,2,0,2,115,0,115,2,0,2,115,0,115,0,0,0,0,0,0,358
178,Ticketbooth ,Cadian,15,10,5,1654,1613,41,15,9,6,1571,1514,57,0,1,-1,83,99,-16,358
179,CT Side Apps,Cadian,9,6,3,1072,660,412,5,0,5,533,43,490,4,6,-2,539,617,-78,358
180,CT Deep Catwalk Mid peek,Cadian,6,8,-2,928,837,91,4,4,0,654,489,165,2,4,-2,274,348,-74,358
181,A Ramp,Cadian,8,10,-2,928,1081,-153,0,3,-3,183,300,-117,8,7,1,745,781,-36,358
182,CT Catwalk,Cadian,7,7,0,1104,673,431,5,1,4,708,234,474,2,6,-4,396,439,-43,358
183,Bottom Stairs,Cadian,10,5,5,923,588,335,8,2,6,738,231,507,2,3,-1,185,357,-172,358
184,Triple Box,Cadian,5,8,-3,482,499,-17,5,5,0,482,348,134,0,3,-3,0,151,-151,358
185,Default A,Cadian,4,7,-3,300,573,-273,2,4,-2,129,400,-271,2,3,-1,171,173,-2,358
186,Mid Close Connector,Cadian,1,7,-6,127,724,-597,1,3,-2,127,356,-229,0,4,-4,0,368,-368,358
187,Bottom Connector,Cadian,3,3,0,279,329,-50,2,2,0,179,162,17,1,1,0,100,167,-67,358
188,Underpass,Cadian,8,7,1,807,798,9,6,3,3,588,393,195,2,4,-2,219,405,-186,358
189,Top Mid Left Side,Cadian,2,4,-2,373,630,-257,0,0,0,0,0,0,2,4,-2,373,630,-257,358
190,B Bombsite Cross to Catwalk,Cadian,3,5,-2,227,473,-246,0,2,-2,0,173,-173,3,3,0,227,300,-73,358
191,market,Cadian,6,5,1,534,522,12,5,2,3,434,268,166,1,3,-2,100,254,-154,358
192,T Deep Apps Underpass/Apps Peek,Cadian,2,4,-2,214,355,-141,0,1,-1,14,76,-62,2,3,-1,200,279,-79,358
193,Catwalk Connector Peek,Cadian,3,5,-2,339,472,-133,2,1,1,91,100,-9,1,4,-3,248,372,-124,358
194,Deep Catwalk,Cadian,4,3,1,345,305,40,2,2,0,157,149,8,2,1,1,188,156,32,358
195,Close Market door,Cadian,5,4,1,258,400,-142,5,3,2,258,300,-42,0,1,-1,0,100,-100,358
196,Murder Hole,Cadian,2,3,-1,219,308,-89,2,1,1,219,116,103,0,2,-2,0,192,-192,358
197,A Site,Cadian,2,3,-1,236,351,-115,0,1,-1,0,100,-100,2,2,0,236,251,-15,358
198,Deep Jungle,Cadian,7,6,1,862,629,233,6,4,2,682,400,282,1,2,-1,180,229,-49,358
199,A Site Exposed to Stairs Connector Cat,Cadian,3,2,1,313,313,0,1,2,-1,175,226,-51,2,0,2,138,87,51,358
200,Deep T Apps,Cadian,0,3,-3,20,472,-452,0,1,-1,0,100,-100,0,2,-2,20,372,-352,358
201,Close A Ramp,Cadian,0,4,-4,37,476,-439,0,1,-1,24,89,-65,0,3,-3,13,387,-374,358
202,Back Left B Site From T's' Perspective,Cadian,3,2,1,131,166,-35,2,2,0,31,166,-135,1,0,1,100,0,100,358
203,Top Mid Catwalk,Cadian,1,3,-2,99,300,-201,0,0,0,0,0,0,1,3,-2,99,300,-201,358
204,Leftside Connector,Cadian,3,4,-1,409,382,27,1,1,0,164,110,54,2,3,-1,245,272,-27,358
205,Bench,Cadian,5,2,3,522,244,278,4,2,2,422,244,178,1,0,1,100,0,100,358
206,T Palace Stairs Peek,Cadian,2,2,0,200,286,-86,2,1,1,200,178,22,0,1,-1,0,108,-108,358
207,Underneath B apps plat,Cadian,4,3,1,349,313,36,4,2,2,349,200,149,0,1,-1,0,113,-113,358
208,CT Left Side,Cadian,1,4,-3,59,402,-343,1,4,-3,59,402,-343,0,0,0,0,0,0,358
209,Deep Palace,Cadian,1,0,1,15,0,15,1,0,1,15,0,15,0,0,0,0,0,0,358
210,Top Balcony,Cadian,5,0,5,396,14,382,1,0,1,100,0,100,4,0,4,296,14,282,358
211,Market Window Peek,Cadian,4,4,0,609,386,223,4,3,1,609,286,323,0,1,-1,0,100,-100,358
212,Arch,Cadian,2,3,-1,221,289,-68,0,1,-1,0,78,-78,2,2,0,221,211,10,358
213,Top STairs,Cadian,4,2,2,414,227,187,3,2,1,314,227,87,1,0,1,100,0,100,358
214,Snipers Nest,Cadian,7,3,4,866,622,244,6,2,4,766,522,244,1,1,0,100,100,0,358
215,Top Mid,Cadian,3,4,-1,237,436,-199,1,2,-1,100,200,-100,2,2,0,137,236,-99,358
216,Catwalk T Aparments Peek,Cadian,8,1,7,575,251,324,4,1,3,236,83,153,4,0,4,339,168,171,358
217,Back Right B Site from T's Perspective,Cadian,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
218,Deep CT,Cadian,9,3,6,743,271,472,9,3,6,743,271,472,0,0,0,0,0,0,358
219,Right Side Platform,Cadian,2,2,0,134,200,-66,2,2,0,134,200,-66,0,0,0,0,0,0,358
220,T Spawn A Ramp,Cadian,2,2,0,133,241,-108,1,1,0,33,127,-94,1,1,0,100,114,-14,358
221,Close Left CT A Ramp,Cadian,1,0,1,78,0,78,1,0,1,78,0,78,0,0,0,0,0,0,358
222,Back B Site Peeking Apps/Plat,Cadian,3,1,2,217,123,94,1,1,0,100,100,0,2,0,2,117,23,94,358
223,Left Side Platform,Cadian,3,3,0,199,448,-249,1,2,-1,164,233,-69,2,1,1,35,215,-180,358
224,Stairs Palace Peek,Cadian,1,2,-1,152,242,-90,0,2,-2,13,219,-206,1,0,1,139,23,116,358
