,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
225,Snipers Palace Peek,Cadian,5,2,3,450,157,293,3,2,1,330,157,173,2,0,2,120,0,120,358
226,Deep T Apps Underpass STairs,Cadian,2,1,1,286,125,161,2,1,1,285,124,161,0,0,0,1,1,0,358
227,Jungle Plant,Cadian,2,1,1,241,170,71,0,0,0,28,0,28,2,1,1,213,170,43,358
228,B Site Default Plant,Cadian,3,2,1,340,233,107,1,2,-1,64,200,-136,2,0,2,276,33,243,358
229,Catwalk Plant B Site,Cadian,1,1,0,100,174,-74,0,0,0,0,0,0,1,1,0,100,174,-74,358
230,CT Outside Market,Cadian,1,1,0,139,82,57,1,1,0,139,82,57,0,0,0,0,0,0,358
231,Tetris,Cadian,1,0,1,137,54,83,0,0,0,50,11,39,1,0,1,87,43,44,358
232,Middle Bench,Cadian,1,1,0,100,196,-96,0,0,0,0,34,-34,1,1,0,100,162,-62,358
233,Firebox,Cadian,0,1,-1,44,100,-56,0,0,0,0,0,0,0,1,-1,44,100,-56,358
234,Van Barrel Peek,Cadian,1,1,0,1,98,-97,0,0,0,0,0,0,1,1,0,1,98,-97,358
235,Top Mid Boxes Right Side Peek,Cadian,0,2,-2,66,200,-134,0,0,0,0,0,0,0,2,-2,66,200,-134,358
236,Top Connector,Cadian,3,2,1,316,245,71,2,1,1,216,145,71,1,1,0,100,100,0,358
237,Ladder Room Catwalk Side,Cadian,1,1,0,77,104,-27,1,0,1,73,0,73,0,1,-1,4,104,-100,358
238,Ninja,Cadian,4,0,4,316,1,315,3,0,3,216,0,216,1,0,1,100,1,99,358
239,B site Market Plant,Cadian,2,2,0,245,200,45,0,2,-2,71,200,-129,2,0,2,174,0,174,358
240,Flowerpot CT,Cadian,0,2,-2,81,32,49,0,2,-2,81,32,49,0,0,0,0,0,0,358
241,Forest,Cadian,2,1,1,196,56,140,2,1,1,196,56,140,0,0,0,0,0,0,358
242,Tucked in corner Market,Cadian,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,358
243,Balcony Boaxes,Cadian,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,358
244,Left Side corner deep jungle,Cadian,2,0,2,164,0,164,2,0,2,164,0,164,0,0,0,0,0,0,358
245,Deep T Spawn T Ramp,Cadian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
246,Top Mid Boxes Left Side Peek,Cadian,0,1,-1,0,130,-130,0,0,0,0,0,0,0,1,-1,0,130,-130,358
247,Apartments Right CT Corner,Cadian,2,0,2,200,0,200,0,0,0,0,0,0,2,0,2,200,0,200,358
248,Connector behind box,Cadian,2,1,1,200,11,189,2,1,1,200,11,189,0,0,0,0,0,0,358
249,Sandwhich,Cadian,0,1,-1,0,125,-125,0,1,-1,0,100,-100,0,0,0,0,25,-25,358
250,Under window B apps,Cadian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
251,Right Side Snipers Nest,Cadian,0,0,0,2,71,-69,0,0,0,2,71,-69,0,0,0,0,0,0,358
252,Bottom Mid Ladder Room Peek,Cadian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
253,Top Mid Right Side,Cadian,0,1,-1,0,134,-134,0,0,0,0,34,-34,0,1,-1,0,100,-100,358
254,GasStation,Cadian,0,1,-1,0,67,-67,0,0,0,0,0,0,0,1,-1,0,67,-67,358
255,Under balcony,Cadian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
256,Bench Closer To Jungle,Cadian,0,0,0,62,0,62,0,0,0,62,0,62,0,0,0,0,0,0,358
257,CT Spawn,Cadian,1,1,0,100,100,0,0,1,-1,0,100,-100,1,0,1,100,0,100,358
258,Right Side Connector,Cadian,1,1,0,216,250,-34,1,0,1,193,150,43,0,1,-1,23,100,-77,358
259,Close Right Market Window,Cadian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
260,CT Side Apps,Refresh,4,8,-4,530,980,-450,0,3,-3,88,273,-185,4,5,-1,442,707,-265,172
261,Left Side Platform,Refresh,3,4,-1,263,304,-41,0,1,-1,0,12,-12,3,3,0,263,292,-29,172
262,Default A,Refresh,1,4,-3,240,407,-167,1,3,-2,228,284,-56,0,1,-1,12,123,-111,172
263,Top Balcony,Refresh,8,4,4,818,461,357,5,2,3,499,173,326,3,2,1,319,288,31,172
264,Bottom Stairs,Refresh,3,2,1,339,220,119,1,0,1,131,49,82,2,2,0,208,171,37,172
265,Bench,Refresh,3,2,1,226,167,59,1,1,0,116,100,16,2,1,1,110,67,43,172
266,CT Catwalk,Refresh,4,4,0,403,303,100,3,1,2,293,100,193,1,3,-2,110,203,-93,172
267,Back B Site Peeking Apps/Plat,Refresh,1,0,1,53,53,0,1,0,1,28,14,14,0,0,0,25,39,-14,172
268,Mid Close Connector,Refresh,4,3,1,368,215,153,1,2,-1,80,157,-77,3,1,2,288,58,230,172
269,Ticketbooth ,Refresh,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,172
270,Underneath B apps plat,Refresh,5,2,3,507,240,267,3,1,2,335,162,173,2,1,1,172,78,94,172
271,Underpass,Refresh,2,0,2,173,51,122,1,0,1,100,28,72,1,0,1,73,23,50,172
272,A Ramp,Refresh,3,1,2,278,100,178,3,0,3,278,0,278,0,1,-1,0,100,-100,172
273,Close Left CT A Ramp,Refresh,0,4,-4,192,337,-145,0,3,-3,192,237,-45,0,1,-1,0,100,-100,172
274,Bottom Connector,Refresh,0,1,-1,143,88,55,0,0,0,131,9,122,0,1,-1,12,79,-67,172
275,A Site,Refresh,2,3,-1,347,280,67,2,2,0,320,239,81,0,1,-1,27,41,-14,172
276,Snipers Nest,Refresh,1,3,-2,149,291,-142,0,2,-2,26,191,-165,1,1,0,123,100,23,172
277,B Bombsite Cross to Catwalk,Refresh,3,2,1,342,276,66,1,0,1,100,0,100,2,2,0,242,276,-34,172
278,Deep Catwalk,Refresh,7,2,5,638,200,438,7,1,6,638,100,538,0,1,-1,0,100,-100,172
279,Close Market door,Refresh,1,1,0,137,152,-15,0,1,-1,43,125,-82,1,0,1,94,27,67,172
280,Deep Jungle,Refresh,2,2,0,305,265,40,0,1,-1,53,100,-47,2,1,1,252,165,87,172
281,Close A Ramp,Refresh,1,4,-3,69,317,-248,1,1,0,7,15,-8,0,3,-3,62,302,-240,172
282,Leftside Connector,Refresh,0,2,-2,27,132,-105,0,2,-2,27,132,-105,0,0,0,0,0,0,172
283,Snipers Palace Peek,Refresh,1,2,-1,130,284,-154,1,2,-1,130,284,-154,0,0,0,0,0,0,172
284,Deep Palace,Refresh,1,3,-2,282,370,-88,0,1,-1,91,193,-102,1,2,-1,191,177,14,172
285,Semi Elevated CT Van,Refresh,2,2,0,191,148,43,2,1,1,177,100,77,0,1,-1,14,48,-34,172
286,Market Window Peek,Refresh,0,2,-2,0,108,-108,0,1,-1,0,99,-99,0,1,-1,0,9,-9,172
287,A Site Exposed to Stairs Connector Cat,Refresh,1,3,-2,205,292,-87,1,2,-1,142,200,-58,0,1,-1,63,92,-29,172
288,T Spawn A Ramp,Refresh,0,2,-2,43,200,-157,0,1,-1,43,100,-57,0,1,-1,0,100,-100,172
289,Deep CT,Refresh,0,2,-2,0,200,-200,0,2,-2,0,200,-200,0,0,0,0,0,0,172
290,T Palace Stairs Peek,Refresh,2,1,1,192,123,69,0,0,0,0,0,0,2,1,1,192,123,69,172
291,Arch,Refresh,4,3,1,387,293,94,4,3,1,387,293,94,0,0,0,0,0,0,172
292,CT Outside Market,Refresh,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,172
293,Top Mid Left Side,Refresh,2,0,2,248,0,248,0,0,0,74,0,74,2,0,2,174,0,174,172
294,Back Left B Site From T's' Perspective,Refresh,4,1,3,484,73,411,3,1,2,327,73,254,1,0,1,157,0,157,172
295,Top Mid towards Apps,Refresh,1,0,1,26,0,26,1,0,1,26,0,26,0,0,0,0,0,0,172
296,Bottom Mid Ladder Room Peek,Refresh,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,0,172
297,Ninja,Refresh,0,2,-2,77,97,-20,0,1,-1,48,67,-19,0,1,-1,29,30,-1,172
298,Catwalk Connector Peek,Refresh,7,1,6,596,270,326,7,1,6,596,270,326,0,0,0,0,0,0,172
299,Right Side Platform,Refresh,2,1,1,200,100,100,2,1,1,200,100,100,0,0,0,0,0,0,172
300,Top Mid,Refresh,5,1,4,443,264,179,4,0,4,412,122,290,1,1,0,31,142,-111,172
301,Inside Market Doors,Refresh,2,0,2,103,0,103,2,0,2,103,0,103,0,0,0,0,0,0,172
302,Middle Bench,Refresh,0,2,-2,48,170,-122,0,2,-2,48,170,-122,0,0,0,0,0,0,172
303,Stairs Palace Peek,Refresh,1,1,0,53,100,-47,1,1,0,53,100,-47,0,0,0,0,0,0,172
304,market,Refresh,4,2,2,337,258,79,3,1,2,237,174,63,1,1,0,100,84,16,172
305,Triple Box,Refresh,1,1,0,65,122,-57,0,0,0,18,0,18,1,1,0,47,122,-75,172
306,B Site Default Plant,Refresh,0,1,-1,0,78,-78,0,0,0,0,0,0,0,1,-1,0,78,-78,172
307,Right Side Snipers Nest,Refresh,1,1,0,36,100,-64,1,1,0,36,100,-64,0,0,0,0,0,0,172
308,Jungle Plant,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
309,Top Van,Refresh,0,1,-1,0,114,-114,0,1,-1,0,100,-100,0,0,0,0,14,-14,172
310,Back Right B Site from T's Perspective,Refresh,2,1,1,191,106,85,2,0,2,191,62,129,0,1,-1,0,44,-44,172
311,B site Market Plant,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
312,Forest,Refresh,0,0,0,0,33,-33,0,0,0,0,0,0,0,0,0,0,33,-33,172
313,Behind Big Boxes,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
314,Catwalk Plant B Site,Refresh,1,0,1,100,53,47,0,0,0,0,0,0,1,0,1,100,53,47,172
315,Van Barrel Peek,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
316,Elevated Snipers Awp Peek,Refresh,0,1,-1,23,100,-77,0,1,-1,23,100,-77,0,0,0,0,0,0,172
317,Sandwhich,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
318,Murder Hole,Refresh,2,1,1,200,116,84,1,1,0,100,100,0,1,0,1,100,16,84,172
319,Apartments Right CT Corner,Refresh,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,172
320,Firebox,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
321,Chair,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
322,Close Right Market Window,Refresh,1,1,0,152,100,52,0,0,0,0,0,0,1,1,0,152,100,52,172
323,T Deep Apps Underpass/Apps Peek,Refresh,1,0,1,100,4,96,0,0,0,0,0,0,1,0,1,100,4,96,172
324,Top Mid Right Side,Refresh,0,0,0,0,29,-29,0,0,0,0,0,0,0,0,0,0,29,-29,172
325,Stairs Smoke Platform,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
326,Bottom Mid Boosting Snipers,Refresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
327,Top STairs,Refresh,3,0,3,178,49,129,2,0,2,156,26,130,1,0,1,22,23,-1,172
328,Ladder Room Catwalk Side,Refresh,1,0,1,60,2,58,0,0,0,0,0,0,1,0,1,60,2,58,172
329,Default A,Sjuush,9,8,1,1204,989,215,7,6,1,926,600,326,2,2,0,278,389,-111,172
330,Ticketbooth ,Sjuush,14,8,6,1515,1122,393,14,8,6,1515,1122,393,0,0,0,0,0,0,172
331,A Ramp,Sjuush,6,4,2,605,527,78,5,4,1,489,459,30,1,0,1,116,68,48,172
332,T Spawn A Ramp,Sjuush,3,4,-1,305,358,-53,3,2,1,279,200,79,0,2,-2,26,158,-132,172
333,Top Balcony,Sjuush,8,4,4,1026,565,461,7,3,4,783,394,389,1,1,0,243,171,72,172
334,Close A Ramp,Sjuush,5,3,2,486,342,144,4,3,1,413,276,137,1,0,1,73,66,7,172
335,T Palace Stairs Peek,Sjuush,1,2,-1,126,262,-136,0,0,0,0,0,0,1,2,-1,126,262,-136,172
336,market,Sjuush,3,4,-1,145,213,-68,2,2,0,104,99,5,1,2,-1,41,114,-73,172
337,Triple Box,Sjuush,0,4,-4,35,290,-255,0,2,-2,8,202,-194,0,2,-2,27,88,-61,172
338,Back B Site Peeking Apps/Plat,Sjuush,1,5,-4,115,409,-294,0,0,0,0,0,0,1,5,-4,115,409,-294,172
339,Bottom Stairs,Sjuush,4,3,1,449,316,133,4,2,2,411,216,195,0,1,-1,38,100,-62,172
340,CT Side Apps,Sjuush,2,4,-2,267,484,-217,0,0,0,0,0,0,2,4,-2,267,484,-217,172
341,Bottom Connector,Sjuush,2,2,0,198,128,70,0,0,0,0,13,-13,2,2,0,198,115,83,172
342,Deep Palace,Sjuush,1,3,-2,316,300,16,1,1,0,192,100,92,0,2,-2,124,200,-76,172
343,A Site,Sjuush,6,3,3,622,349,273,6,1,5,557,172,385,0,2,-2,65,177,-112,172
344,Bench,Sjuush,3,3,0,262,294,-32,1,2,-1,100,200,-100,2,1,1,162,94,68,172
345,CT Deep Catwalk Mid peek,Sjuush,0,0,0,8,11,-3,0,0,0,0,11,-11,0,0,0,8,0,8,172
346,Top Mid Left Side,Sjuush,0,1,-1,202,175,27,0,0,0,0,0,0,0,1,-1,202,175,27,172
347,Close Left CT A Ramp,Sjuush,2,3,-1,274,325,-51,1,2,-1,174,225,-51,1,1,0,100,100,0,172
348,Left Side Platform,Sjuush,1,3,-2,139,208,-69,0,0,0,0,0,0,1,3,-2,139,208,-69,172
349,B Bombsite Cross to Catwalk,Sjuush,2,1,1,153,179,-26,0,0,0,0,0,0,2,1,1,153,179,-26,172
350,Deep CT,Sjuush,2,3,-1,286,300,-14,2,3,-1,286,300,-14,0,0,0,0,0,0,172
351,Top Connector,Sjuush,1,1,0,36,111,-75,0,1,-1,0,111,-111,1,0,1,36,0,36,172
352,Sandwhich,Sjuush,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,172
353,Catwalk Plant B Site,Sjuush,1,3,-2,129,190,-61,0,0,0,0,0,0,1,3,-2,129,190,-61,172
354,Mid Close Connector,Sjuush,2,3,-1,326,308,18,1,2,-1,100,239,-139,1,1,0,226,69,157,172
355,Catwalk Connector Peek,Sjuush,3,0,3,104,0,104,0,0,0,0,0,0,3,0,3,104,0,104,172
356,Under balcony,Sjuush,2,2,0,167,135,32,2,1,1,167,47,120,0,1,-1,0,88,-88,172
357,Back Left B Site From T's' Perspective,Sjuush,2,2,0,99,201,-102,0,2,-2,0,200,-200,2,0,2,99,1,98,172
358,Tetris,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
359,Deep T Spawn T Ramp,Sjuush,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,172
360,Leftside Connector,Sjuush,0,2,-2,82,200,-118,0,2,-2,82,200,-118,0,0,0,0,0,0,172
361,Deep Jungle,Sjuush,1,0,1,88,38,50,0,0,0,0,0,0,1,0,1,88,38,50,172
362,Murder Hole,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
363,Back Right B Site from T's Perspective,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
364,Catwalk T Aparments Peek,Sjuush,0,1,-1,0,7,-7,0,0,0,0,0,0,0,1,-1,0,7,-7,172
365,Right Side Connector,Sjuush,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0,64,0,64,172
366,Deep Catwalk,Sjuush,0,0,0,0,102,-102,0,0,0,0,0,0,0,0,0,0,102,-102,172
367,A Site Exposed to Stairs Connector Cat,Sjuush,4,0,4,399,47,352,0,0,0,69,0,69,4,0,4,330,47,283,172
368,Close Market Window,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
369,Top Mid,Sjuush,1,2,-1,133,153,-20,1,1,0,122,100,22,0,1,-1,11,53,-42,172
370,CT Left Side,Sjuush,2,2,0,322,293,29,2,2,0,322,293,29,0,0,0,0,0,0,172
371,Top STairs,Sjuush,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,172
372,Balcony Boaxes,Sjuush,0,2,-2,51,219,-168,0,1,-1,51,127,-76,0,1,-1,0,92,-92,172
373,Right Side Platform,Sjuush,0,1,-1,51,100,-49,0,0,0,0,0,0,0,1,-1,51,100,-49,172
374,Deep T Apps Underpass STairs,Sjuush,0,1,-1,21,100,-79,0,1,-1,21,100,-79,0,0,0,0,0,0,172
375,CT Spawn,Sjuush,2,1,1,119,27,92,1,1,0,19,27,-8,1,0,1,100,0,100,172
376,Firebox,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
377,Stairs Palace Peek,Sjuush,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,172
378,Top Van,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
379,B site Market Plant,Sjuush,1,1,0,88,56,32,0,0,0,0,0,0,1,1,0,88,56,32,172
380,Underneath B apps plat,Sjuush,1,0,1,100,17,83,0,0,0,0,0,0,1,0,1,100,17,83,172
381,B Site Default Plant,Sjuush,0,1,-1,40,100,-60,0,1,-1,32,100,-68,0,0,0,8,0,8,172
382,Bottom Mid Ladder Room Peek,Sjuush,0,1,-1,0,136,-136,0,0,0,0,0,0,0,1,-1,0,136,-136,172
383,T Deep Apps Underpass/Apps Peek,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
384,Underpass,Sjuush,0,1,-1,44,136,-92,0,0,0,0,0,0,0,1,-1,44,136,-92,172
385,Snipers Palace Peek,Sjuush,0,0,0,0,25,-25,0,0,0,0,25,-25,0,0,0,0,0,0,172
386,Connector behind box,Sjuush,0,1,-1,63,48,15,0,1,-1,63,48,15,0,0,0,0,0,0,172
387,Van Barrel Peek,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
388,CT Catwalk,Sjuush,0,0,0,0,2,-2,0,0,0,0,2,-2,0,0,0,0,0,0,172
389,Arch,Sjuush,1,0,1,100,86,14,0,0,0,0,0,0,1,0,1,100,86,14,172
390,Apartments Right CT Corner,Sjuush,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,172
391,Left Side corner deep jungle,Sjuush,0,1,-1,12,55,-43,0,0,0,0,0,0,0,1,-1,12,55,-43,172
392,Close Market door,Sjuush,1,0,1,80,0,80,1,0,1,80,0,80,0,0,0,0,0,0,172
393,CT Outside Market,Sjuush,2,1,1,200,90,110,0,0,0,0,0,0,2,1,1,200,90,110,172
394,Top Mid Right Side,Sjuush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
395,A Site Exposed to Stairs Connector Cat,B0rup,1,9,-8,205,730,-525,0,3,-3,159,300,-141,1,6,-5,46,430,-384,186
396,Mid Close Connector,B0rup,2,9,-7,204,849,-645,1,2,-1,100,200,-100,1,7,-6,104,649,-545,186
397,A Ramp,B0rup,1,7,-6,248,917,-669,0,4,-4,90,426,-336,1,3,-2,158,491,-333,186
398,Bottom Stairs,B0rup,1,7,-6,171,731,-560,0,1,-1,34,189,-155,1,6,-5,137,542,-405,186
399,Default A,B0rup,9,7,2,1142,798,344,7,4,3,883,486,397,2,3,-1,259,312,-53,186
400,Deep Jungle,B0rup,4,4,0,438,366,72,1,4,-3,138,302,-164,3,0,3,300,64,236,186
401,Top Balcony,B0rup,7,5,2,662,691,-29,6,3,3,554,398,156,1,2,-1,108,293,-185,186
402,Ticketbooth ,B0rup,5,4,1,563,496,67,3,3,0,326,396,-70,2,1,1,237,100,137,186
403,CT Side Apps,B0rup,1,5,-4,127,427,-300,0,0,0,0,0,0,1,5,-4,127,427,-300,186
404,Close A Ramp,B0rup,2,4,-2,283,463,-180,1,3,-2,143,363,-220,1,1,0,140,100,40,186
405,Bench,B0rup,3,4,-1,396,207,189,3,3,0,396,185,211,0,1,-1,0,22,-22,186
406,A Site,B0rup,4,1,3,198,235,-37,2,0,2,57,0,57,2,1,1,141,235,-94,186
407,Top Connector,B0rup,2,3,-1,154,297,-143,0,3,-3,39,250,-211,2,0,2,115,47,68,186
408,Tetris,B0rup,0,3,-3,0,209,-209,0,1,-1,0,9,-9,0,2,-2,0,200,-200,186
409,Snipers Palace Peek,B0rup,1,1,0,100,126,-26,1,0,1,100,26,74,0,1,-1,0,100,-100,186
410,Back B Site Peeking Apps/Plat,B0rup,1,4,-3,247,400,-153,0,0,0,82,0,82,1,4,-3,165,400,-235,186
411,Triple Box,B0rup,4,3,1,420,386,34,3,2,1,293,286,7,1,1,0,127,100,27,186
412,Deep T Apps,B0rup,2,1,1,151,226,-75,1,0,1,100,62,38,1,1,0,51,164,-113,186
413,CT Catwalk,B0rup,2,4,-2,162,221,-59,1,2,-1,62,47,15,1,2,-1,100,174,-74,186
414,Catwalk T Aparments Peek,B0rup,0,1,-1,268,205,63,0,1,-1,268,205,63,0,0,0,0,0,0,186
415,Deep Palace,B0rup,2,1,1,197,133,64,1,0,1,100,37,63,1,1,0,97,96,1,186
416,Leftside Connector,B0rup,0,1,-1,88,100,-12,0,1,-1,88,100,-12,0,0,0,0,0,0,186
417,Catwalk Plant B Site,B0rup,0,2,-2,121,200,-79,0,1,-1,67,100,-33,0,1,-1,54,100,-46,186
418,B Site Default Plant,B0rup,0,2,-2,0,168,-168,0,2,-2,0,168,-168,0,0,0,0,0,0,186
419,T Palace Stairs Peek,B0rup,1,1,0,158,7,151,0,0,0,3,0,3,1,1,0,155,7,148,186
420,Underpass,B0rup,2,1,1,284,147,137,1,1,0,181,100,81,1,0,1,103,47,56,186
421,Ladder Room Catwalk Side,B0rup,4,3,1,420,389,31,3,3,0,231,389,-158,1,0,1,189,0,189,186
422,Deep Catwalk,B0rup,1,1,0,133,122,11,1,1,0,133,122,11,0,0,0,0,0,0,186
423,Snipers Nest,B0rup,1,3,-2,11,282,-271,0,3,-3,0,282,-282,1,0,1,11,0,11,186
424,B Bombsite Cross to Catwalk,B0rup,1,1,0,165,100,65,0,1,-1,56,100,-44,1,0,1,109,0,109,186
425,Under balcony,B0rup,0,0,0,0,13,-13,0,0,0,0,13,-13,0,0,0,0,0,0,186
426,Bottom Connector,B0rup,2,1,1,235,164,71,0,0,0,0,0,0,2,1,1,235,164,71,186
427,Left Side Platform,B0rup,1,0,1,100,24,76,1,0,1,100,0,100,0,0,0,0,24,-24,186
428,Under window B apps,B0rup,2,2,0,200,200,0,1,1,0,100,100,0,1,1,0,100,100,0,186
429,CT Left Side,B0rup,0,1,-1,0,30,-30,0,1,-1,0,30,-30,0,0,0,0,0,0,186
430,Middle Bench,B0rup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
431,CT Deep Catwalk Mid peek,B0rup,2,1,1,325,98,227,2,1,1,325,72,253,0,0,0,0,26,-26,186
432,Close Left CT A Ramp,B0rup,2,1,1,200,61,139,1,0,1,100,0,100,1,1,0,100,61,39,186
433,Register Market,B0rup,1,2,-1,189,198,-9,1,1,0,162,100,62,0,1,-1,27,98,-71,186
434,Connector behind box,B0rup,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,186
435,Right Side Snipers Nest,B0rup,0,1,-1,76,118,-42,0,1,-1,76,42,34,0,0,0,0,76,-76,186
436,Top Mid towards Apps,B0rup,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,186
437,Market Window Peek,B0rup,1,2,-1,71,366,-295,1,2,-1,71,366,-295,0,0,0,0,0,0,186
438,Close Market door,B0rup,0,0,0,0,61,-61,0,0,0,0,61,-61,0,0,0,0,0,0,186
439,Sandwhich,B0rup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
440,B site Market Plant,B0rup,0,0,0,80,0,80,0,0,0,80,0,80,0,0,0,0,0,0,186
441,Balcony Boaxes,B0rup,0,1,-1,55,100,-45,0,0,0,55,0,55,0,1,-1,0,100,-100,186
442,Behind Big Boxes,B0rup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
443,Deep T Apps Underpass STairs,B0rup,2,0,2,200,27,173,0,0,0,0,0,0,2,0,2,200,27,173,186
444,Top STairs,B0rup,1,0,1,10,0,10,1,0,1,10,0,10,0,0,0,0,0,0,186
445,Right Side Connector,B0rup,2,0,2,200,0,200,0,0,0,0,0,0,2,0,2,200,0,200,186
446,Back Left B Site From T's' Perspective,B0rup,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,186
447,Top Mid Boxes Left Side Peek,B0rup,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,186
448,Deep CT,B0rup,1,1,0,42,100,-58,1,1,0,42,100,-58,0,0,0,0,0,0,186
449,Ninja,B0rup,1,0,1,226,0,226,1,0,1,180,0,180,0,0,0,46,0,46,186
450,Bottom Mid Boosting Snipers,B0rup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
451,Murder Hole,B0rup,1,1,0,101,99,2,1,0,1,74,0,74,0,1,-1,27,99,-72,186
452,Apartments Right CT Corner,B0rup,1,0,1,73,0,73,0,0,0,0,0,0,1,0,1,73,0,73,186
453,CT Outside Market,B0rup,0,0,0,52,0,52,0,0,0,52,0,52,0,0,0,0,0,0,186
454,BombsiteB,B0rup,0,1,-1,0,24,-24,0,0,0,0,0,0,0,1,-1,0,24,-24,186
455,Stairs Palace Peek,B0rup,0,1,-1,72,100,-28,0,1,-1,72,100,-28,0,0,0,0,0,0,186
456,Right Side Platform,B0rup,1,0,1,179,90,89,0,0,0,34,0,34,1,0,1,145,90,55,186
457,Left Side corner deep jungle,B0rup,1,1,0,114,156,-42,1,0,1,90,78,12,0,1,-1,24,78,-54,186
458,T Deep Apps Underpass/Apps Peek,B0rup,2,1,1,298,150,148,0,0,0,0,0,0,2,1,1,298,150,148,186
