,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
164,Market Window Peek,Naf-fly,2,2,0,245,284,-39,2,1,1,245,184,61,0,1,-1,0,100,-100,196
165,Top Mid Left Side,Naf-fly,2,1,1,200,133,67,1,1,0,100,100,0,1,0,1,100,33,67,196
166,Deep CT,Naf-fly,2,1,1,199,87,112,1,1,0,133,49,84,1,0,1,66,38,28,196
167,Sandwhich,Naf-fly,2,1,1,233,149,84,2,1,1,233,127,106,0,0,0,0,22,-22,196
168,Underneath B apps plat,Naf-fly,5,2,3,467,216,251,5,2,3,467,216,251,0,0,0,0,0,0,196
169,Bottom Stairs,Naf-fly,1,4,-3,100,346,-246,1,3,-2,100,246,-146,0,1,-1,0,100,-100,196
170,Close Left CT A Ramp,Naf-fly,1,1,0,74,80,-6,0,0,0,0,0,0,1,1,0,74,80,-6,196
171,Arch,Naf-fly,0,3,-3,26,219,-193,0,2,-2,26,119,-93,0,1,-1,0,100,-100,196
172,Mid Close Connector,Naf-fly,0,3,-3,127,319,-192,0,1,-1,99,178,-79,0,2,-2,28,141,-113,196
173,Top Mid towards Apps,Naf-fly,1,2,-1,127,134,-7,0,2,-2,27,134,-107,1,0,1,100,0,100,196
174,Deep Palace,Naf-fly,5,0,5,656,232,424,0,0,0,0,0,0,5,0,5,656,232,424,196
175,Underpass,Naf-fly,1,2,-1,46,263,-217,1,2,-1,19,196,-177,0,0,0,27,67,-40,196
176,Catwalk Plant B Site,Naf-fly,0,1,-1,52,4,48,0,0,0,0,0,0,0,1,-1,52,4,48,196
177,Catwalk Connector Peek,Naf-fly,0,2,-2,52,200,-148,0,0,0,0,0,0,0,2,-2,52,200,-148,196
178,Jungle Plant,Naf-fly,0,2,-2,41,246,-205,0,0,0,0,0,0,0,2,-2,41,246,-205,196
179,Deep Catwalk,Naf-fly,3,2,1,270,203,67,1,1,0,100,100,0,2,1,1,170,103,67,196
180,CT Deep Catwalk Mid peek,Naf-fly,2,0,2,106,105,1,2,0,2,106,105,1,0,0,0,0,0,0,196
181,Back Right B Site from T's Perspective,Naf-fly,1,2,-1,72,148,-76,1,1,0,72,48,24,0,1,-1,0,100,-100,196
182,Top Mid,Naf-fly,1,0,1,44,0,44,0,0,0,0,0,0,1,0,1,44,0,44,196
183,Deep Jungle,Naf-fly,1,1,0,148,154,-6,1,1,0,148,154,-6,0,0,0,0,0,0,196
184,Bench,Naf-fly,5,2,3,319,293,26,5,1,4,319,193,126,0,1,-1,0,100,-100,196
185,T Deep Apps Underpass/Apps Peek,Naf-fly,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,196
186,T Spawn A Ramp,Naf-fly,2,1,1,364,189,175,0,0,0,0,0,0,2,1,1,364,189,175,196
187,B site Market Plant,Naf-fly,2,2,0,94,114,-20,1,2,-1,79,114,-35,1,0,1,15,0,15,196
188,Back B Site Peeking Apps/Plat,Naf-fly,3,2,1,226,177,49,2,1,1,155,100,55,1,1,0,71,77,-6,196
189,Balcony Boaxes,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
190,Ninja,Naf-fly,0,1,-1,68,100,-32,0,1,-1,68,100,-32,0,0,0,0,0,0,196
191,Close Right Market Window,Naf-fly,1,0,1,86,0,86,0,0,0,0,0,0,1,0,1,86,0,86,196
192,Catwalk T Aparments Peek,Naf-fly,1,2,-1,14,254,-240,1,2,-1,9,200,-191,0,0,0,5,54,-49,196
193,Triple Box,Naf-fly,2,0,2,84,117,-33,2,0,2,84,113,-29,0,0,0,0,4,-4,196
194,Connector behind box,Naf-fly,1,0,1,48,9,39,1,0,1,48,0,48,0,0,0,0,9,-9,196
195,Leftside Connector,Naf-fly,1,0,1,183,0,183,1,0,1,183,0,183,0,0,0,0,0,0,196
196,Forest,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
197,Semi Elevated CT Van,Naf-fly,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,196
198,Under window B apps,Naf-fly,0,0,0,0,86,-86,0,0,0,0,0,0,0,0,0,0,86,-86,196
199,Right Side Platform,Naf-fly,1,1,0,66,134,-68,0,0,0,0,34,-34,1,1,0,66,100,-34,196
200,B Site Default Plant,Naf-fly,0,0,0,0,61,-61,0,0,0,0,34,-34,0,0,0,0,27,-27,196
201,Close Market Window,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
202,Right Side Connector,Naf-fly,1,0,1,100,3,97,1,0,1,100,3,97,0,0,0,0,0,0,196
203,Flowerpot CT,Naf-fly,0,1,-1,0,66,-66,0,1,-1,0,66,-66,0,0,0,0,0,0,196
204,Top Van,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
205,Apartments Right CT Corner,Naf-fly,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,196
206,Deep T Apps,Naf-fly,0,0,0,104,23,81,0,0,0,0,0,0,0,0,0,104,23,81,196
207,T Spawn towards Apps,Naf-fly,1,0,1,100,66,34,1,0,1,100,66,34,0,0,0,0,0,0,196
208,CT Outside Market,Naf-fly,1,1,0,134,208,-74,1,1,0,134,208,-74,0,0,0,0,0,0,196
209,Tetris,Naf-fly,0,0,0,34,0,34,0,0,0,34,0,34,0,0,0,0,0,0,196
210,Top Connector,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
211,Back,Naf-fly,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,196
212,Stairs Palace Peek,Naf-fly,2,1,1,217,160,57,1,1,0,117,160,-43,1,0,1,100,0,100,196
213,Middle Bench,Naf-fly,0,1,-1,84,100,-16,0,1,-1,0,100,-100,0,0,0,84,0,84,196
214,Top Mid Catwalk,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
215,Register Market,Naf-fly,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,196
216,CT Spawn,Naf-fly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
217,A Ramp,Grim,9,13,-4,1136,1448,-312,7,6,1,794,610,184,2,7,-5,342,838,-496,196
218,CT Side Apps,Grim,1,4,-3,274,586,-312,1,1,0,100,100,0,0,3,-3,174,486,-312,196
219,Top Balcony,Grim,2,4,-2,222,360,-138,2,4,-2,222,360,-138,0,0,0,0,0,0,196
220,Default A,Grim,7,9,-2,805,769,36,4,7,-3,493,596,-103,3,2,1,312,173,139,196
221,Triple Box,Grim,6,3,3,465,204,261,5,2,3,395,199,196,1,1,0,70,5,65,196
222,A Site Exposed to Stairs Connector Cat,Grim,1,5,-4,84,455,-371,1,1,0,69,47,22,0,4,-4,15,408,-393,196
223,Close A Ramp,Grim,3,3,0,346,362,-16,2,2,0,207,203,4,1,1,0,139,159,-20,196
224,CT Deep Catwalk Mid peek,Grim,3,3,0,170,261,-91,3,2,1,170,161,9,0,1,-1,0,100,-100,196
225,Underneath B apps plat,Grim,4,5,-1,609,474,135,4,5,-1,601,466,135,0,0,0,8,8,0,196
226,Sandwhich,Grim,2,3,-1,227,225,2,0,1,-1,0,66,-66,2,2,0,227,159,68,196
227,Deep T Apps,Grim,0,5,-5,202,529,-327,0,1,-1,28,100,-72,0,4,-4,174,429,-255,196
228,B Site Default Plant,Grim,1,5,-4,291,506,-215,0,3,-3,128,306,-178,1,2,-1,163,200,-37,196
229,Mid Close Connector,Grim,0,3,-3,40,242,-202,0,1,-1,0,73,-73,0,2,-2,40,169,-129,196
230,Deep CT,Grim,2,4,-2,289,395,-106,2,1,1,217,111,106,0,3,-3,72,284,-212,196
231,Deep Palace,Grim,4,3,1,328,327,1,4,2,2,328,227,101,0,1,-1,0,100,-100,196
232,Ticketbooth ,Grim,4,3,1,594,455,139,3,2,1,384,291,93,1,1,0,210,164,46,196
233,Close Market door,Grim,0,2,-2,100,173,-73,0,2,-2,100,173,-73,0,0,0,0,0,0,196
234,CT Catwalk,Grim,1,3,-2,171,336,-165,1,1,0,171,139,32,0,2,-2,0,197,-197,196
235,Left Side Platform,Grim,6,2,4,836,321,515,1,0,1,114,27,87,5,2,3,722,294,428,196
236,A Site,Grim,3,4,-1,496,390,106,2,1,1,262,96,166,1,3,-2,234,294,-60,196
237,Back B Site Peeking Apps/Plat,Grim,3,2,1,288,234,54,1,1,0,126,122,4,2,1,1,162,112,50,196
238,Bottom Stairs,Grim,3,3,0,242,318,-76,1,0,1,76,0,76,2,3,-1,166,318,-152,196
239,Arch,Grim,1,2,-1,128,200,-72,1,2,-1,128,200,-72,0,0,0,0,0,0,196
240,T Spawn A Ramp,Grim,5,1,4,395,197,198,0,0,0,0,0,0,5,1,4,395,197,198,196
241,Deep Jungle,Grim,1,1,0,154,70,84,0,0,0,0,0,0,1,1,0,154,70,84,196
242,Bench,Grim,4,3,1,326,213,113,4,1,3,326,128,198,0,2,-2,0,85,-85,196
243,B site Market Plant,Grim,2,2,0,221,125,96,0,1,-1,0,100,-100,2,1,1,221,25,196,196
244,CT Left Side,Grim,3,2,1,279,253,26,1,2,-1,162,253,-91,2,0,2,117,0,117,196
245,Tetris,Grim,1,1,0,11,100,-89,0,1,-1,0,100,-100,1,0,1,11,0,11,196
246,Catwalk T Aparments Peek,Grim,2,1,1,112,100,12,1,0,1,38,0,38,1,1,0,74,100,-26,196
247,Underpass,Grim,4,2,2,446,447,-1,1,1,0,100,127,-27,3,1,2,346,320,26,196
248,Apartments Right CT Corner,Grim,0,2,-2,93,200,-107,0,1,-1,89,100,-11,0,1,-1,4,100,-96,196
249,Deep Catwalk,Grim,0,0,0,81,0,81,0,0,0,0,0,0,0,0,0,81,0,81,196
250,T Palace Stairs Peek,Grim,0,1,-1,68,100,-32,0,1,-1,68,100,-32,0,0,0,0,0,0,196
251,Snipers Palace Peek,Grim,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,196
252,Bottom Connector,Grim,0,1,-1,37,94,-57,0,0,0,0,0,0,0,1,-1,37,94,-57,196
253,Back Right B Site from T's Perspective,Grim,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,196
254,Leftside Connector,Grim,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,196
255,Catwalk Plant B Site,Grim,2,2,0,267,327,-60,1,0,1,40,0,40,1,2,-1,227,327,-100,196
256,Deep T Apps Underpass STairs,Grim,3,1,2,235,100,135,0,0,0,0,0,0,3,1,2,235,100,135,196
257,Snipers Nest,Grim,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,196
258,Deep T Spawn T Ramp,Grim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
259,Top Connector,Grim,1,2,-1,100,249,-149,0,1,-1,0,100,-100,1,1,0,100,149,-49,196
260,Close Left CT A Ramp,Grim,2,1,1,213,117,96,0,1,-1,44,100,-56,2,0,2,169,17,152,196
261,Ninja,Grim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
262,Catwalk Connector Peek,Grim,1,1,0,19,100,-81,0,0,0,0,0,0,1,1,0,19,100,-81,196
263,Bench Closer To Jungle,Grim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
264,Middle Bench,Grim,0,1,-1,16,100,-84,0,0,0,0,0,0,0,1,-1,16,100,-84,196
265,Bench Closer to Tribox,Grim,0,0,0,100,27,73,0,0,0,100,27,73,0,0,0,0,0,0,196
266,Van Barrel Peek,Grim,1,1,0,78,10,68,1,0,1,78,0,78,0,1,-1,0,10,-10,196
267,Ladder Room Catwalk Side,Grim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
268,Bottom Mid Ladder Room Peek,Grim,0,1,-1,0,131,-131,0,0,0,0,0,0,0,1,-1,0,131,-131,196
269,Top Mid,Grim,1,0,1,77,81,-4,0,0,0,0,0,0,1,0,1,77,81,-4,196
270,T Spawn,Grim,2,0,2,200,0,200,2,0,2,200,0,200,0,0,0,0,0,0,196
271,Market Window Peek,Grim,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,196
272,Forest,Grim,0,1,-1,28,76,-48,0,1,-1,28,68,-40,0,0,0,0,8,-8,196
273,Top Mid Left Side,Grim,0,1,-1,97,103,-6,0,0,0,0,0,0,0,1,-1,97,103,-6,196
274,Balcony Boaxes,Grim,0,1,-1,7,100,-93,0,1,-1,0,100,-100,0,0,0,7,0,7,196
275,market,Grim,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,196
276,Attic,Grim,0,1,-1,0,7,-7,0,0,0,0,0,0,0,1,-1,0,7,-7,196
277,B Bombsite Cross to Catwalk,Grim,1,1,0,109,51,58,1,0,1,109,35,74,0,1,-1,0,16,-16,196
278,CT Outside Market,Grim,0,0,0,1,22,-21,0,0,0,1,22,-21,0,0,0,0,0,0,196
279,Semi Elevated CT Van,Grim,1,1,0,20,100,-80,1,1,0,20,100,-80,0,0,0,0,0,0,196
280,Firebox,Grim,3,0,3,300,24,276,1,0,1,100,0,100,2,0,2,200,24,176,196
281,A Site,Fallen,2,1,1,257,191,66,0,0,0,0,0,0,2,1,1,257,191,66,106
282,A Ramp,Fallen,4,4,0,558,480,78,0,1,-1,89,100,-11,4,3,1,469,380,89,106
283,Deep Catwalk,Fallen,0,4,-4,1,292,-291,0,2,-2,0,186,-186,0,2,-2,1,106,-105,106
284,Ticketbooth ,Fallen,5,4,1,800,437,363,5,4,1,717,437,280,0,0,0,83,0,83,106
285,CT Side Apps,Fallen,1,4,-3,100,257,-157,1,0,1,100,0,100,0,4,-4,0,257,-257,106
286,A Site Exposed to Stairs Connector Cat,Fallen,1,2,-1,76,153,-77,0,1,-1,0,139,-139,1,1,0,76,14,62,106
287,Back B Site Peeking Apps/Plat,Fallen,0,0,0,48,0,48,0,0,0,5,0,5,0,0,0,43,0,43,106
288,Close Left CT A Ramp,Fallen,1,2,-1,100,158,-58,1,2,-1,100,158,-58,0,0,0,0,0,0,106
289,Top Mid,Fallen,1,4,-3,111,227,-116,0,1,-1,0,100,-100,1,3,-2,111,127,-16,106
290,Top Mid Left Side,Fallen,3,0,3,307,38,269,1,0,1,25,0,25,2,0,2,282,38,244,106
291,Mid Close Connector,Fallen,3,2,1,202,216,-14,1,1,0,46,116,-70,2,1,1,156,100,56,106
292,Top Connector,Fallen,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,106
293,Underpass,Fallen,2,2,0,260,220,40,1,2,-1,173,127,46,1,0,1,87,93,-6,106
294,Bottom Stairs,Fallen,3,2,1,265,287,-22,2,1,1,165,101,64,1,1,0,100,186,-86,106
295,Top Balcony,Fallen,0,1,-1,106,100,6,0,1,-1,106,100,6,0,0,0,0,0,0,106
296,T Spawn A Ramp,Fallen,0,1,-1,0,167,-167,0,0,0,0,0,0,0,1,-1,0,167,-167,106
297,B Bombsite Cross to Catwalk,Fallen,1,2,-1,9,139,-130,1,1,0,9,39,-30,0,1,-1,0,100,-100,106
298,Deep CT,Fallen,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,106
299,Deep Jungle,Fallen,2,0,2,104,0,104,1,0,1,89,0,89,1,0,1,15,0,15,106
300,Default A,Fallen,2,0,2,111,65,46,1,0,1,100,30,70,1,0,1,11,35,-24,106
301,Market Window Peek,Fallen,0,1,-1,6,86,-80,0,1,-1,6,86,-80,0,0,0,0,0,0,106
302,CT Left Side,Fallen,1,2,-1,133,249,-116,0,2,-2,86,197,-111,1,0,1,47,52,-5,106
303,Deep Palace,Fallen,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,106
304,Bottom Connector,Fallen,2,1,1,196,98,98,1,0,1,100,0,100,1,1,0,96,98,-2,106
305,T Palace Stairs Peek,Fallen,1,1,0,100,134,-34,1,0,1,100,34,66,0,1,-1,0,100,-100,106
306,Jungle Plant,Fallen,1,1,0,11,100,-89,1,0,1,11,0,11,0,1,-1,0,100,-100,106
307,Ninja,Fallen,1,1,0,100,100,0,0,1,-1,0,100,-100,1,0,1,100,0,100,106
308,market,Fallen,2,1,1,197,41,156,1,1,0,97,41,56,1,0,1,100,0,100,106
309,Apartments Right CT Corner,Fallen,0,2,-2,27,276,-249,0,0,0,0,0,0,0,2,-2,27,276,-249,106
310,Deep T Apps,Fallen,0,1,-1,0,154,-154,0,0,0,0,0,0,0,1,-1,0,154,-154,106
311,Deep T Apps Underpass STairs,Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
312,CT Catwalk,Fallen,0,1,-1,15,114,-99,0,0,0,15,15,0,0,1,-1,0,99,-99,106
313,Left Side corner deep jungle,Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
314,Close A Ramp,Fallen,2,1,1,238,116,122,1,1,0,138,116,22,1,0,1,100,0,100,106
315,Close Market door,Fallen,2,1,1,218,127,91,2,1,1,152,127,25,0,0,0,66,0,66,106
316,Behind Big Boxes,Fallen,0,0,0,36,1,35,0,0,0,0,0,0,0,0,0,36,1,35,106
317,T Deep Apps Underpass/Apps Peek,Fallen,1,1,0,206,145,61,0,0,0,0,0,0,1,1,0,206,145,61,106
318,Forest,Fallen,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13,106
319,Bench Closer to Tribox,Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
320,Back Right B Site from T's Perspective,Fallen,1,1,0,151,72,79,1,0,1,100,0,100,0,1,-1,51,72,-21,106
321,Top Mid Catwalk,Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
322,Underneath B apps plat,Fallen,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,0,0,0,106
323,Top Mid towards Apps,Fallen,0,0,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,2,-1,106
324,T Deep apps,Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
325,Tetris,Fallen,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,25,0,25,106
326,Snipers Nest,Fallen,5,1,4,492,180,312,5,1,4,492,180,312,0,0,0,0,0,0,106
327,Top Mid Boxes Right Side Peek,Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
328,Ladder Room Catwalk Side,Fallen,1,0,1,100,28,72,0,0,0,0,0,0,1,0,1,100,28,72,106
329,Connector behind box,Fallen,0,1,-1,67,100,-33,0,1,-1,67,100,-33,0,0,0,0,0,0,106
330,Leftside Connector,Fallen,0,0,0,89,0,89,0,0,0,0,0,0,0,0,0,89,0,89,106
331,Triple Box,Fallen,1,0,1,101,26,75,1,0,1,101,26,75,0,0,0,0,0,0,106
332,Bench Closer To Jungle,Fallen,0,1,-1,81,100,-19,0,0,0,0,0,0,0,1,-1,81,100,-19,106
333,Firebox,Fallen,1,0,1,74,0,74,0,0,0,0,0,0,1,0,1,74,0,74,106
334,Left Side Platform,Fallen,0,0,0,57,10,47,0,0,0,0,10,-10,0,0,0,57,0,57,106
335,Catwalk T Aparments Peek,Fallen,0,0,0,0,42,-42,0,0,0,0,13,-13,0,0,0,0,29,-29,106
336,Snipers Palace Peek,Fallen,3,1,2,443,102,341,2,1,1,343,102,241,1,0,1,100,0,100,106
